createAt,manageObject,M8035C0,M8035C1,M8035C2,M8035C5,M8035C6
2025-05-07T11:15:00.000-03:00:00,NE-MRBTS-690204,1019.0,912.0,2.0,,
2025-05-07T11:15:00.000-03:00:00,NE-MRBTS-690204,,,,884634.0,3.0
2025-05-07T11:30:00.000-03:00:00,NE-MRBTS-690204,1073.0,940.0,16.0,,
2025-05-07T11:30:00.000-03:00:00,NE-MRBTS-690204,,,,879473.0,4.0
2025-05-07T12:00:00.000-03:00:00,NE-MRBTS-690204,1049.0,879.0,1.0,,
2025-05-07T12:00:00.000-03:00:00,NE-MRBTS-690204,,,,884613.0,3.0
2025-05-07T12:15:00.000-03:00:00,NE-MRBTS-690204,1068.0,989.0,21.0,,
2025-05-07T12:15:00.000-03:00:00,NE-MRBTS-690204,,,,879278.0,4.0
2025-05-07T12:30:00.000-03:00:00,NE-MRBTS-690204,1242.0,1135.0,51.0,,
2025-05-07T12:30:00.000-03:00:00,NE-MRBTS-690204,,,,884574.0,3.0
2025-05-07T13:00:00.000-03:00:00,NE-MRBTS-690204,1230.0,1002.0,5.0,,
2025-05-07T13:00:00.000-03:00:00,NE-MRBTS-690204,,,,884546.0,3.0
2025-05-07T13:15:00.000-03:00:00,NE-MRBTS-690204,1245.0,1007.0,71.0,,
2025-05-07T13:15:00.000-03:00:00,NE-MRBTS-690204,,,,879415.0,4.0
2025-05-07T13:30:00.000-03:00:00,NE-MRBTS-690204,1322.0,1140.0,24.0,,
2025-05-07T13:30:00.000-03:00:00,NE-MRBTS-690204,,,,879411.0,4.0
2025-05-07T14:00:00.000-03:00:00,NE-MRBTS-690204,1212.0,1136.0,50.0,,
2025-05-07T14:00:00.000-03:00:00,NE-MRBTS-690204,,,,879354.0,4.0
2025-05-07T14:15:00.000-03:00:00,NE-MRBTS-690204,1039.0,982.0,35.0,,
2025-05-07T14:15:00.000-03:00:00,NE-MRBTS-690204,,,,881010.0,3.0
2025-05-07T14:30:00.000-03:00:00,NE-MRBTS-690204,1029.0,1089.0,4.0,,
2025-05-07T14:30:00.000-03:00:00,NE-MRBTS-690204,,,,882821.0,4.0
2025-05-07T15:00:00.000-03:00:00,NE-MRBTS-690204,1235.0,1151.0,51.0,,
2025-05-07T15:00:00.000-03:00:00,NE-MRBTS-690204,,,,884593.0,3.0
2025-05-07T15:15:00.000-03:00:00,NE-MRBTS-690204,1186.0,1211.0,23.0,,
2025-05-07T15:15:00.000-03:00:00,NE-MRBTS-690204,,1.0,,879477.0,4.0
2025-05-07T15:30:00.000-03:00:00,NE-MRBTS-690204,1156.0,1184.0,3.0,,
2025-05-07T15:30:00.000-03:00:00,NE-MRBTS-690204,,,,879471.0,4.0
2025-05-07T16:00:00.000-03:00:00,NE-MRBTS-690204,1053.0,1069.0,13.0,,
2025-05-07T16:00:00.000-03:00:00,NE-MRBTS-690204,,,,879519.0,4.0
2025-05-07T16:15:00.000-03:00:00,NE-MRBTS-690204,1094.0,1043.0,66.0,,
2025-05-07T16:15:00.000-03:00:00,NE-MRBTS-690204,2.0,1.0,1.0,757791.0,4.0
2025-05-07T16:30:00.000-03:00:00,NE-MRBTS-690204,1108.0,1269.0,21.0,,
2025-05-07T16:30:00.000-03:00:00,NE-MRBTS-690204,,,,884590.0,3.0
2025-05-07T17:00:00.000-03:00:00,NE-MRBTS-690204,928.0,954.0,3.0,,
2025-05-07T17:00:00.000-03:00:00,NE-MRBTS-690204,,,,879470.0,4.0
2025-05-07T17:15:00.000-03:00:00,NE-MRBTS-690204,872.0,859.0,6.0,,
2025-05-07T17:15:00.000-03:00:00,NE-MRBTS-690204,,,,884569.0,3.0
2025-05-07T17:30:00.000-03:00:00,NE-MRBTS-690204,869.0,960.0,3.0,,
2025-05-07T17:30:00.000-03:00:00,NE-MRBTS-690204,,,,879382.0,4.0
2025-05-07T18:00:00.000-03:00:00,NE-MRBTS-690204,846.0,836.0,22.0,,
2025-05-07T18:00:00.000-03:00:00,NE-MRBTS-690204,,,,879460.0,4.0
2025-05-07T18:15:00.000-03:00:00,NE-MRBTS-690204,967.0,973.0,,,
2025-05-07T18:15:00.000-03:00:00,NE-MRBTS-690204,,,,879466.0,4.0
2025-05-07T18:30:00.000-03:00:00,NE-MRBTS-690204,872.0,756.0,2.0,,
2025-05-07T18:30:00.000-03:00:00,NE-MRBTS-690204,,,,884594.0,3.0
2025-05-07T19:00:00.000-03:00:00,NE-MRBTS-690204,890.0,742.0,24.0,,
2025-05-07T19:00:00.000-03:00:00,NE-MRBTS-690204,,,,884517.0,3.0
2025-05-07T19:15:00.000-03:00:00,NE-MRBTS-690204,892.0,760.0,2.0,,
2025-05-07T19:15:00.000-03:00:00,NE-MRBTS-690204,,,,879466.0,4.0
2025-05-07T19:30:00.000-03:00:00,NE-MRBTS-690204,1152.0,963.0,100.0,,
2025-05-07T19:30:00.000-03:00:00,NE-MRBTS-690204,,,,878376.0,4.0
2025-05-07T20:00:00.000-03:00:00,NE-MRBTS-690204,740.0,727.0,4.0,,
2025-05-07T20:00:00.000-03:00:00,NE-MRBTS-690204,,,,879494.0,4.0
2025-05-07T20:15:00.000-03:00:00,NE-MRBTS-690204,833.0,687.0,6.0,,
2025-05-07T20:15:00.000-03:00:00,NE-MRBTS-690204,,,,884567.0,3.0
2025-05-07T20:30:00.000-03:00:00,NE-MRBTS-690204,795.0,677.0,7.0,,
2025-05-07T20:30:00.000-03:00:00,NE-MRBTS-690204,,,,879501.0,4.0
2025-05-07T21:00:00.000-03:00:00,NE-MRBTS-690204,837.0,731.0,3.0,,
2025-05-07T21:00:00.000-03:00:00,NE-MRBTS-690204,,,,879332.0,4.0
2025-05-07T21:15:00.000-03:00:00,NE-MRBTS-690204,903.0,785.0,21.0,,
2025-05-07T21:15:00.000-03:00:00,NE-MRBTS-690204,,,,879322.0,4.0
2025-05-07T21:30:00.000-03:00:00,NE-MRBTS-690204,929.0,713.0,3.0,,
2025-05-07T21:30:00.000-03:00:00,NE-MRBTS-690204,,,,884587.0,3.0
2025-05-07T22:00:00.000-03:00:00,NE-MRBTS-690204,918.0,741.0,1.0,,
2025-05-07T22:00:00.000-03:00:00,NE-MRBTS-690204,,,,881869.0,3.0
2025-05-07T22:15:00.000-03:00:00,NE-MRBTS-690204,1086.0,932.0,13.0,,
2025-05-07T22:15:00.000-03:00:00,NE-MRBTS-690204,,,,882077.0,4.0
2025-05-07T22:30:00.000-03:00:00,NE-MRBTS-690204,1217.0,988.0,28.0,,
2025-05-07T22:30:00.000-03:00:00,NE-MRBTS-690204,,,,879299.0,4.0
2025-05-07T23:00:00.000-03:00:00,NE-MRBTS-690204,1063.0,963.0,40.0,,
2025-05-07T23:00:00.000-03:00:00,NE-MRBTS-690204,,,,879443.0,4.0
2025-05-07T23:15:00.000-03:00:00,NE-MRBTS-690204,1137.0,976.0,45.0,,
2025-05-07T23:15:00.000-03:00:00,NE-MRBTS-690204,,,,882433.0,3.0
2025-05-07T23:30:00.000-03:00:00,NE-MRBTS-690204,1077.0,936.0,4.0,,
2025-05-07T23:30:00.000-03:00:00,NE-MRBTS-690204,,,,880615.0,4.0
2025-05-08T00:00:00.000-03:00:00,NE-MRBTS-690204,945.0,811.0,3.0,,
2025-05-08T00:00:00.000-03:00:00,NE-MRBTS-690204,,1.0,,884580.0,3.0
2025-05-08T00:15:00.000-03:00:00,NE-MRBTS-690204,1052.0,890.0,8.0,,
2025-05-08T00:15:00.000-03:00:00,NE-MRBTS-690204,,,,879456.0,4.0
2025-05-08T00:30:00.000-03:00:00,NE-MRBTS-690204,968.0,834.0,1.0,,
2025-05-08T00:30:00.000-03:00:00,NE-MRBTS-690204,,,,884611.0,3.0
2025-05-08T01:00:00.000-03:00:00,NE-MRBTS-690204,989.0,842.0,1.0,,
2025-05-08T01:00:00.000-03:00:00,NE-MRBTS-690204,,,,879507.0,4.0
2025-05-08T01:15:00.000-03:00:00,NE-MRBTS-690204,991.0,876.0,1.0,,
2025-05-08T01:15:00.000-03:00:00,NE-MRBTS-690204,,,,884585.0,3.0
2025-05-08T01:30:00.000-03:00:00,NE-MRBTS-690204,1118.0,970.0,4.0,,
2025-05-08T01:30:00.000-03:00:00,NE-MRBTS-690204,,,,879499.0,4.0
2025-05-08T02:00:00.000-03:00:00,NE-MRBTS-690204,937.0,809.0,2.0,,
2025-05-08T02:00:00.000-03:00:00,NE-MRBTS-690204,,,,879509.0,4.0
2025-05-08T02:15:00.000-03:00:00,NE-MRBTS-690204,945.0,833.0,1.0,,
2025-05-08T02:15:00.000-03:00:00,NE-MRBTS-690204,,,,879504.0,4.0
2025-05-08T02:30:00.000-03:00:00,NE-MRBTS-690204,1010.0,819.0,1.0,,
2025-05-08T02:30:00.000-03:00:00,NE-MRBTS-690204,,,,884609.0,3.0
2025-05-08T03:00:00.000-03:00:00,NE-MRBTS-690204,929.0,786.0,,,
2025-05-08T03:00:00.000-03:00:00,NE-MRBTS-690204,,,,879791.0,3.0
2025-05-08T03:15:00.000-03:00:00,NE-MRBTS-690204,1037.0,858.0,1.0,,
2025-05-08T03:15:00.000-03:00:00,NE-MRBTS-690204,,,,884242.0,4.0
2025-05-08T03:30:00.000-03:00:00,NE-MRBTS-690204,1022.0,837.0,2.0,,
2025-05-08T03:30:00.000-03:00:00,NE-MRBTS-690204,,,,879385.0,4.0
2025-05-08T04:00:00.000-03:00:00,NE-MRBTS-690204,917.0,797.0,1.0,,
2025-05-08T04:00:00.000-03:00:00,NE-MRBTS-690204,,,,879438.0,4.0
2025-05-08T04:15:00.000-03:00:00,NE-MRBTS-690204,1033.0,881.0,,,
2025-05-08T04:15:00.000-03:00:00,NE-MRBTS-690204,,,,884532.0,3.0
2025-05-08T04:30:00.000-03:00:00,NE-MRBTS-690204,1093.0,932.0,1.0,,
2025-05-08T04:30:00.000-03:00:00,NE-MRBTS-690204,,,,879462.0,4.0
2025-05-08T05:00:00.000-03:00:00,NE-MRBTS-690204,890.0,757.0,1.0,,
2025-05-08T05:00:00.000-03:00:00,NE-MRBTS-690204,,,,884551.0,3.0
2025-05-08T05:15:00.000-03:00:00,NE-MRBTS-690204,937.0,799.0,9.0,,
2025-05-08T05:15:00.000-03:00:00,NE-MRBTS-690204,,,,879437.0,4.0
2025-05-08T05:30:00.000-03:00:00,NE-MRBTS-690204,1014.0,894.0,1.0,,
2025-05-08T05:30:00.000-03:00:00,NE-MRBTS-690204,,,,884592.0,3.0
2025-05-08T06:00:00.000-03:00:00,NE-MRBTS-690204,909.0,852.0,5.0,,
2025-05-08T06:00:00.000-03:00:00,NE-MRBTS-690204,,,,879532.0,4.0
2025-05-08T06:15:00.000-03:00:00,NE-MRBTS-690204,1273.0,1111.0,1.0,,
2025-05-08T06:15:00.000-03:00:00,NE-MRBTS-690204,,1.0,,884601.0,3.0
2025-05-08T06:30:00.000-03:00:00,NE-MRBTS-690204,1069.0,955.0,3.0,,
2025-05-08T06:30:00.000-03:00:00,NE-MRBTS-690204,,,,879533.0,4.0
2025-05-08T07:00:00.000-03:00:00,NE-MRBTS-690204,1242.0,1187.0,26.0,,
2025-05-08T07:00:00.000-03:00:00,NE-MRBTS-690204,,,,879465.0,4.0
2025-05-08T07:15:00.000-03:00:00,NE-MRBTS-690204,1213.0,1075.0,7.0,,
2025-05-08T07:15:00.000-03:00:00,NE-MRBTS-690204,,,,879462.0,4.0
2025-05-08T07:30:00.000-03:00:00,NE-MRBTS-690204,1055.0,943.0,2.0,,
2025-05-08T07:30:00.000-03:00:00,NE-MRBTS-690204,,,,884621.0,3.0
2025-05-08T08:00:00.000-03:00:00,NE-MRBTS-690204,999.0,889.0,1.0,,
2025-05-08T08:00:00.000-03:00:00,NE-MRBTS-690204,,,,884587.0,3.0
2025-05-08T08:15:00.000-03:00:00,NE-MRBTS-690204,1116.0,990.0,1.0,,
2025-05-08T08:15:00.000-03:00:00,NE-MRBTS-690204,,,,879427.0,4.0
2025-05-08T08:30:00.000-03:00:00,NE-MRBTS-690204,1137.0,1142.0,3.0,,
2025-05-08T08:30:00.000-03:00:00,NE-MRBTS-690204,,,,879512.0,4.0
2025-05-08T09:00:00.000-03:00:00,NE-MRBTS-690204,976.0,873.0,96.0,,
2025-05-08T09:00:00.000-03:00:00,NE-MRBTS-690204,,,,879450.0,4.0
2025-05-08T09:15:00.000-03:00:00,NE-MRBTS-690204,1332.0,1144.0,7.0,,
2025-05-08T09:15:00.000-03:00:00,NE-MRBTS-690204,,,,884559.0,3.0
2025-05-08T09:30:00.000-03:00:00,NE-MRBTS-690204,1073.0,1017.0,11.0,,
2025-05-08T09:30:00.000-03:00:00,NE-MRBTS-690204,,,,879493.0,4.0
2025-05-08T10:00:00.000-03:00:00,NE-MRBTS-690204,1211.0,1109.0,15.0,,
2025-05-08T10:00:00.000-03:00:00,NE-MRBTS-690204,,,,879421.0,4.0
2025-05-08T10:15:00.000-03:00:00,NE-MRBTS-690204,1078.0,1107.0,,,
2025-05-08T10:15:00.000-03:00:00,NE-MRBTS-690204,,1.0,,879437.0,4.0
2025-05-08T10:30:00.000-03:00:00,NE-MRBTS-690204,1187.0,1156.0,41.0,,
2025-05-08T10:30:00.000-03:00:00,NE-MRBTS-690204,,1.0,,884595.0,3.0
2025-05-08T11:00:00.000-03:00:00,NE-MRBTS-690204,994.0,876.0,,,
2025-05-08T11:00:00.000-03:00:00,NE-MRBTS-690204,,,,879510.0,4.0
2025-05-08T11:15:00.000-03:00:00,NE-MRBTS-690204,1098.0,1039.0,3.0,,
2025-05-08T11:15:00.000-03:00:00,NE-MRBTS-690204,,,,884530.0,3.0
2025-05-08T11:30:00.000-03:00:00,NE-MRBTS-690204,987.0,905.0,2.0,,
2025-05-08T11:30:00.000-03:00:00,NE-MRBTS-690204,,,,879500.0,4.0
2025-05-08T12:00:00.000-03:00:00,NE-MRBTS-690204,990.0,877.0,4.0,,
2025-05-08T12:00:00.000-03:00:00,NE-MRBTS-690204,,,,879472.0,4.0
2025-05-08T12:15:00.000-03:00:00,NE-MRBTS-690204,1092.0,960.0,,,
2025-05-08T12:15:00.000-03:00:00,NE-MRBTS-690204,,,,884529.0,3.0
2025-05-08T12:30:00.000-03:00:00,NE-MRBTS-690204,940.0,875.0,14.0,,
2025-05-08T12:30:00.000-03:00:00,NE-MRBTS-690204,,,,879506.0,4.0
2025-05-08T13:00:00.000-03:00:00,NE-MRBTS-690204,913.0,872.0,9.0,,
2025-05-08T13:00:00.000-03:00:00,NE-MRBTS-690204,,,,884490.0,3.0
2025-05-08T13:15:00.000-03:00:00,NE-MRBTS-690204,1045.0,913.0,40.0,,
2025-05-08T13:15:00.000-03:00:00,NE-MRBTS-690204,,,,879384.0,4.0
2025-05-08T13:30:00.000-03:00:00,NE-MRBTS-690204,946.0,893.0,9.0,,
2025-05-08T13:30:00.000-03:00:00,NE-MRBTS-690204,,,,884428.0,3.0
2025-05-08T14:00:00.000-03:00:00,NE-MRBTS-690204,1126.0,1018.0,25.0,,
2025-05-08T14:00:00.000-03:00:00,NE-MRBTS-690204,,,,879319.0,4.0
2025-05-08T14:15:00.000-03:00:00,NE-MRBTS-690204,1040.0,912.0,11.0,,
2025-05-08T14:15:00.000-03:00:00,NE-MRBTS-690204,,,,884536.0,3.0
2025-05-08T14:30:00.000-03:00:00,NE-MRBTS-690204,1315.0,1178.0,21.0,,
2025-05-08T14:30:00.000-03:00:00,NE-MRBTS-690204,,,,879427.0,4.0
2025-05-08T15:00:00.000-03:00:00,NE-MRBTS-690204,1344.0,1101.0,230.0,59.0,1.0
2025-05-08T15:00:00.000-03:00:00,NE-MRBTS-690204,,,,884699.0,3.0
2025-05-08T15:15:00.000-03:00:00,NE-MRBTS-690204,1652.0,1501.0,,,
2025-05-08T15:15:00.000-03:00:00,NE-MRBTS-690204,,,,879615.0,4.0
2025-05-08T15:30:00.000-03:00:00,NE-MRBTS-690204,1154.0,1042.0,115.0,39779.0,1.0
2025-05-08T15:30:00.000-03:00:00,NE-MRBTS-690204,,,,879394.0,4.0
2025-05-08T16:00:00.000-03:00:00,NE-MRBTS-690204,1159.0,1096.0,35.0,,
2025-05-08T16:00:00.000-03:00:00,NE-MRBTS-690204,,,,878280.0,4.0
2025-05-08T16:15:00.000-03:00:00,NE-MRBTS-690204,946.0,826.0,61.0,107091.0,1.0
2025-05-08T16:15:00.000-03:00:00,NE-MRBTS-690204,,,,884512.0,3.0
2025-05-08T16:30:00.000-03:00:00,NE-MRBTS-690204,725.0,700.0,,260869.0,
2025-05-08T16:30:00.000-03:00:00,NE-MRBTS-690204,,,,879435.0,4.0
2025-05-06T15:00:00.000-03:00:00,NE-MRBTS-772601,1168.0,1919.0,3.0,,
2025-05-06T15:15:00.000-03:00:00,NE-MRBTS-772601,953.0,1529.0,,,
2025-05-06T15:30:00.000-03:00:00,NE-MRBTS-772601,919.0,1505.0,1.0,,
2025-05-06T16:00:00.000-03:00:00,NE-MRBTS-772601,1103.0,1716.0,,,
2025-05-06T16:15:00.000-03:00:00,NE-MRBTS-772601,1015.0,1684.0,,,
2025-05-06T16:30:00.000-03:00:00,NE-MRBTS-772601,1076.0,1720.0,,,
2025-05-06T17:00:00.000-03:00:00,NE-MRBTS-772601,1108.0,1639.0,,,
2025-05-06T17:15:00.000-03:00:00,NE-MRBTS-772601,1202.0,1795.0,2.0,,
2025-05-06T17:30:00.000-03:00:00,NE-MRBTS-772601,1113.0,1699.0,1.0,,
2025-05-06T18:00:00.000-03:00:00,NE-MRBTS-772601,832.0,1430.0,1.0,,
2025-05-06T18:15:00.000-03:00:00,NE-MRBTS-772601,1093.0,1624.0,10.0,,
2025-05-06T18:30:00.000-03:00:00,NE-MRBTS-772601,997.0,1489.0,3.0,,
2025-05-06T19:00:00.000-03:00:00,NE-MRBTS-772601,775.0,1064.0,,,
2025-05-06T19:15:00.000-03:00:00,NE-MRBTS-772601,591.0,1013.0,1.0,,
2025-05-06T19:30:00.000-03:00:00,NE-MRBTS-772601,492.0,900.0,1.0,,
2025-05-06T20:00:00.000-03:00:00,NE-MRBTS-772601,773.0,1054.0,,,
2025-05-06T20:15:00.000-03:00:00,NE-MRBTS-772601,687.0,1052.0,,,
2025-05-06T20:30:00.000-03:00:00,NE-MRBTS-772601,877.0,1208.0,3.0,,
2025-05-06T21:00:00.000-03:00:00,NE-MRBTS-772601,761.0,1181.0,1.0,,
2025-05-06T21:15:00.000-03:00:00,NE-MRBTS-772601,850.0,1221.0,2.0,,
2025-05-06T21:30:00.000-03:00:00,NE-MRBTS-772601,783.0,1165.0,1.0,,
2025-05-06T22:00:00.000-03:00:00,NE-MRBTS-772601,974.0,1232.0,2.0,,
2025-05-06T22:15:00.000-03:00:00,NE-MRBTS-772601,1041.0,1397.0,1.0,,
2025-05-06T22:30:00.000-03:00:00,NE-MRBTS-772601,1051.0,1310.0,1.0,,
2025-05-06T23:00:00.000-03:00:00,NE-MRBTS-772601,823.0,1184.0,,,
2025-05-06T23:15:00.000-03:00:00,NE-MRBTS-772601,837.0,1170.0,1.0,,
2025-05-06T23:30:00.000-03:00:00,NE-MRBTS-772601,711.0,1069.0,2.0,,
2025-05-07T00:00:00.000-03:00:00,NE-MRBTS-772601,743.0,1070.0,2.0,,
2025-05-07T00:15:00.000-03:00:00,NE-MRBTS-772601,645.0,933.0,1.0,,
2025-05-07T00:30:00.000-03:00:00,NE-MRBTS-772601,633.0,971.0,,,
2025-05-07T01:00:00.000-03:00:00,NE-MRBTS-772601,694.0,981.0,,,
2025-05-07T01:15:00.000-03:00:00,NE-MRBTS-772601,686.0,1021.0,,,
2025-05-07T01:30:00.000-03:00:00,NE-MRBTS-772601,674.0,1045.0,,,
2025-05-07T02:00:00.000-03:00:00,NE-MRBTS-772601,661.0,896.0,,,
2025-05-07T02:15:00.000-03:00:00,NE-MRBTS-772601,661.0,1050.0,1.0,,
2025-05-07T02:30:00.000-03:00:00,NE-MRBTS-772601,754.0,1135.0,4.0,,
2025-05-07T03:00:00.000-03:00:00,NE-MRBTS-772601,654.0,947.0,1.0,,
2025-05-07T03:15:00.000-03:00:00,NE-MRBTS-772601,462.0,807.0,26.0,15121.0,1.0
2025-05-07T03:30:00.000-03:00:00,NE-MRBTS-772601,696.0,933.0,,,
2025-05-07T04:00:00.000-03:00:00,NE-MRBTS-772601,637.0,903.0,1.0,,
2025-05-07T04:15:00.000-03:00:00,NE-MRBTS-772601,655.0,870.0,,,
2025-05-07T04:30:00.000-03:00:00,NE-MRBTS-772601,550.0,785.0,,,
2025-05-07T05:00:00.000-03:00:00,NE-MRBTS-772601,745.0,1032.0,,,
2025-05-07T05:15:00.000-03:00:00,NE-MRBTS-772601,786.0,1041.0,2.0,,
2025-05-07T05:30:00.000-03:00:00,NE-MRBTS-772601,756.0,919.0,,,
2025-05-07T06:00:00.000-03:00:00,NE-MRBTS-772601,790.0,1146.0,1.0,,
2025-05-07T06:15:00.000-03:00:00,NE-MRBTS-772601,903.0,1171.0,,,
2025-05-07T06:30:00.000-03:00:00,NE-MRBTS-772601,971.0,1232.0,,,
2025-05-07T07:00:00.000-03:00:00,NE-MRBTS-772601,1258.0,1483.0,,,
2025-05-07T07:15:00.000-03:00:00,NE-MRBTS-772601,1373.0,1643.0,3.0,,
2025-05-07T07:30:00.000-03:00:00,NE-MRBTS-772601,1359.0,1802.0,1.0,,
2025-05-07T08:00:00.000-03:00:00,NE-MRBTS-772601,1165.0,1639.0,4.0,,
2025-05-07T08:15:00.000-03:00:00,NE-MRBTS-772601,1199.0,1741.0,2.0,,
2025-05-07T08:30:00.000-03:00:00,NE-MRBTS-772601,1383.0,1884.0,33.0,,
2025-05-07T09:00:00.000-03:00:00,NE-MRBTS-772601,1096.0,1497.0,,,
2025-05-07T09:15:00.000-03:00:00,NE-MRBTS-772601,1055.0,1463.0,1.0,,
2025-05-07T09:30:00.000-03:00:00,NE-MRBTS-772601,1111.0,1469.0,,,
2025-05-07T10:00:00.000-03:00:00,NE-MRBTS-772601,1239.0,1595.0,,,
2025-05-07T10:15:00.000-03:00:00,NE-MRBTS-772601,1083.0,1530.0,,,
2025-05-07T10:30:00.000-03:00:00,NE-MRBTS-772601,1045.0,1458.0,2.0,,
2025-05-07T11:00:00.000-03:00:00,NE-MRBTS-772601,1311.0,1741.0,1.0,,
2025-05-07T11:15:00.000-03:00:00,NE-MRBTS-772601,1122.0,1556.0,,,
2025-05-07T11:30:00.000-03:00:00,NE-MRBTS-772601,847.0,1271.0,,,
2025-05-07T12:00:00.000-03:00:00,NE-MRBTS-772601,1144.0,1484.0,,,
2025-05-07T12:15:00.000-03:00:00,NE-MRBTS-772601,1018.0,1418.0,3.0,,
2025-05-07T12:30:00.000-03:00:00,NE-MRBTS-772601,878.0,1470.0,2.0,,
2025-05-07T13:00:00.000-03:00:00,NE-MRBTS-772601,986.0,1421.0,,,
2025-05-07T13:15:00.000-03:00:00,NE-MRBTS-772601,904.0,1526.0,5.0,,
2025-05-07T13:30:00.000-03:00:00,NE-MRBTS-772601,975.0,1571.0,1.0,,
2025-05-07T14:00:00.000-03:00:00,NE-MRBTS-772601,1057.0,1423.0,,,
2025-05-07T14:15:00.000-03:00:00,NE-MRBTS-772601,997.0,1476.0,1.0,,
2025-05-07T14:30:00.000-03:00:00,NE-MRBTS-772601,1116.0,1602.0,3.0,,
2025-05-07T15:00:00.000-03:00:00,NE-MRBTS-772601,1001.0,1459.0,1.0,,
2025-05-07T15:15:00.000-03:00:00,NE-MRBTS-772601,1051.0,1557.0,2.0,,
2025-05-07T15:30:00.000-03:00:00,NE-MRBTS-772601,1276.0,1740.0,,,
2025-05-07T16:00:00.000-03:00:00,NE-MRBTS-772601,982.0,1447.0,4.0,,
2025-05-07T16:15:00.000-03:00:00,NE-MRBTS-772601,920.0,1301.0,,,
2025-05-07T16:30:00.000-03:00:00,NE-MRBTS-772601,1333.0,1878.0,2.0,,
2025-05-07T17:00:00.000-03:00:00,NE-MRBTS-772601,1152.0,1428.0,1.0,,
2025-05-07T17:15:00.000-03:00:00,NE-MRBTS-772601,1100.0,1491.0,2.0,,
2025-05-07T17:30:00.000-03:00:00,NE-MRBTS-772601,1357.0,1672.0,1.0,,
2025-05-07T18:00:00.000-03:00:00,NE-MRBTS-772601,1055.0,1396.0,,,
2025-05-07T18:15:00.000-03:00:00,NE-MRBTS-772601,1146.0,1626.0,,,
2025-05-07T18:30:00.000-03:00:00,NE-MRBTS-772601,1044.0,1523.0,2.0,,
2025-05-07T19:00:00.000-03:00:00,NE-MRBTS-772601,776.0,1380.0,,,
2025-05-07T19:15:00.000-03:00:00,NE-MRBTS-772601,639.0,1009.0,,,
2025-05-07T19:30:00.000-03:00:00,NE-MRBTS-772601,570.0,1029.0,,,
2025-05-07T20:00:00.000-03:00:00,NE-MRBTS-772601,554.0,993.0,1.0,,
2025-05-07T20:15:00.000-03:00:00,NE-MRBTS-772601,604.0,1016.0,1.0,,
2025-05-07T20:30:00.000-03:00:00,NE-MRBTS-772601,589.0,985.0,18.0,,
2025-05-07T21:00:00.000-03:00:00,NE-MRBTS-772601,670.0,875.0,1.0,,
2025-05-07T21:15:00.000-03:00:00,NE-MRBTS-772601,882.0,1221.0,3.0,,
2025-05-07T21:30:00.000-03:00:00,NE-MRBTS-772601,658.0,903.0,2.0,,
2025-05-07T22:00:00.000-03:00:00,NE-MRBTS-772601,690.0,926.0,,,
2025-05-07T22:15:00.000-03:00:00,NE-MRBTS-772601,596.0,920.0,1.0,,
2025-05-07T22:30:00.000-03:00:00,NE-MRBTS-772601,552.0,814.0,5.0,,
2025-05-07T23:00:00.000-03:00:00,NE-MRBTS-772601,695.0,1117.0,,,
2025-05-07T23:15:00.000-03:00:00,NE-MRBTS-772601,620.0,909.0,4.0,,
2025-05-07T23:30:00.000-03:00:00,NE-MRBTS-772601,818.0,1239.0,1.0,,
2025-05-08T00:00:00.000-03:00:00,NE-MRBTS-772601,433.0,826.0,,,
2025-05-08T00:15:00.000-03:00:00,NE-MRBTS-772601,479.0,813.0,,,
2025-05-08T00:30:00.000-03:00:00,NE-MRBTS-772601,469.0,858.0,,,
2025-05-08T01:00:00.000-03:00:00,NE-MRBTS-772601,435.0,823.0,,,
2025-05-08T01:15:00.000-03:00:00,NE-MRBTS-772601,528.0,850.0,,,
2025-05-08T01:30:00.000-03:00:00,NE-MRBTS-772601,408.0,748.0,1.0,,
2025-05-08T02:00:00.000-03:00:00,NE-MRBTS-772601,454.0,811.0,,,
2025-05-08T02:15:00.000-03:00:00,NE-MRBTS-772601,573.0,811.0,,,
2025-05-08T02:30:00.000-03:00:00,NE-MRBTS-772601,521.0,756.0,,,
2025-05-08T03:00:00.000-03:00:00,NE-MRBTS-772601,464.0,638.0,27.0,367001.0,1.0
2025-05-08T03:15:00.000-03:00:00,NE-MRBTS-772601,408.0,729.0,2.0,,
2025-05-08T03:30:00.000-03:00:00,NE-MRBTS-772601,621.0,968.0,1.0,,
2025-05-08T04:00:00.000-03:00:00,NE-MRBTS-772601,585.0,973.0,,,
2025-05-08T04:15:00.000-03:00:00,NE-MRBTS-772601,540.0,902.0,2.0,,
2025-05-08T04:30:00.000-03:00:00,NE-MRBTS-772601,694.0,1021.0,1.0,,
2025-05-08T05:00:00.000-03:00:00,NE-MRBTS-772601,381.0,784.0,,,
2025-05-08T05:15:00.000-03:00:00,NE-MRBTS-772601,518.0,859.0,,,
2025-05-08T05:30:00.000-03:00:00,NE-MRBTS-772601,423.0,889.0,,,
2025-05-08T06:00:00.000-03:00:00,NE-MRBTS-772601,668.0,990.0,,,
2025-05-08T06:15:00.000-03:00:00,NE-MRBTS-772601,753.0,1122.0,,,
2025-05-08T06:30:00.000-03:00:00,NE-MRBTS-772601,961.0,1270.0,3.0,,
2025-05-08T07:00:00.000-03:00:00,NE-MRBTS-772601,919.0,1386.0,,,
