createAt,manageObject,M8000C29,M8000C30,M8000C11,M8000C6,M8000C7,M8000C38,M8000C37,M8000C9
2025-05-06T19:00:00.000-04:00:00,NE-MRBTS-690501,119.0,106,2316.0,,,,,
2025-05-06T19:15:00.000-04:00:00,NE-MRBTS-690501,128.0,121,2359.0,,,,,
2025-05-06T19:30:00.000-04:00:00,NE-MRBTS-690501,154.0,148,2116.0,,,2.0,,
2025-05-06T19:45:00.000-04:00:00,NE-MRBTS-690501,145.0,129,2255.0,,,4.0,,
2025-05-06T20:00:00.000-04:00:00,NE-MRBTS-690501,125.0,113,2048.0,,,,,
2025-05-06T20:15:00.000-04:00:00,NE-MRBTS-690501,130.0,118,2102.0,,,,,
2025-05-06T20:30:00.000-04:00:00,NE-MRBTS-690501,116.0,119,2406.0,,,,,
2025-05-06T20:45:00.000-04:00:00,NE-MRBTS-690501,120.0,112,2132.0,,,,,
2025-05-06T21:00:00.000-04:00:00,NE-MRBTS-690501,123.0,110,2114.0,,,,,
2025-05-06T21:15:00.000-04:00:00,NE-MRBTS-690501,132.0,124,2006.0,,,,,
2025-05-06T21:30:00.000-04:00:00,NE-MRBTS-690501,126.0,111,1744.0,,,,,
2025-05-06T21:45:00.000-04:00:00,NE-MRBTS-690501,130.0,115,2305.0,,,,,
2025-05-06T22:00:00.000-04:00:00,NE-MRBTS-690501,123.0,105,2247.0,,,,,
2025-05-06T22:15:00.000-04:00:00,NE-MRBTS-690501,180.0,157,2142.0,,,,,
2025-05-06T22:30:00.000-04:00:00,NE-MRBTS-690501,199.0,176,2352.0,,,,,
2025-05-06T22:45:00.000-04:00:00,NE-MRBTS-690501,208.0,192,2287.0,,,,,
2025-05-06T23:00:00.000-04:00:00,NE-MRBTS-690501,224.0,205,2197.0,,,,,
2025-05-06T23:15:00.000-04:00:00,NE-MRBTS-690501,214.0,188,1986.0,,,,,
2025-05-06T23:30:00.000-04:00:00,NE-MRBTS-690501,189.0,172,1996.0,,,,,
2025-05-06T23:45:00.000-04:00:00,NE-MRBTS-690501,206.0,180,2016.0,,,,,
2025-05-07T00:00:00.000-04:00:00,NE-MRBTS-690501,161.0,158,1987.0,,,,,
2025-05-07T00:15:00.000-04:00:00,NE-MRBTS-690501,130.0,115,1937.0,,,,,
2025-05-07T00:30:00.000-04:00:00,NE-MRBTS-690501,144.0,126,1936.0,,,,,
2025-05-07T00:45:00.000-04:00:00,NE-MRBTS-690501,142.0,128,2128.0,,,,,
2025-05-07T01:00:00.000-04:00:00,NE-MRBTS-690501,119.0,110,1937.0,,,,,
2025-05-07T01:15:00.000-04:00:00,NE-MRBTS-690501,118.0,109,2113.0,,,,,
2025-05-07T01:30:00.000-04:00:00,NE-MRBTS-690501,128.0,116,2029.0,,,,,
2025-05-07T01:45:00.000-04:00:00,NE-MRBTS-690501,117.0,105,1798.0,,,,,
2025-05-07T02:00:00.000-04:00:00,NE-MRBTS-690501,116.0,111,1955.0,,,,,
2025-05-07T02:15:00.000-04:00:00,NE-MRBTS-690501,140.0,131,1948.0,,,,,
2025-05-07T02:30:00.000-04:00:00,NE-MRBTS-690501,136.0,126,1973.0,,,,,
2025-05-07T02:45:00.000-04:00:00,NE-MRBTS-690501,136.0,117,1962.0,,,,,
2025-05-07T03:00:00.000-04:00:00,NE-MRBTS-690501,130.0,117,1930.0,,,,,
2025-05-07T03:15:00.000-04:00:00,NE-MRBTS-690501,124.0,105,1895.0,,,,,
2025-05-07T03:30:00.000-04:00:00,NE-MRBTS-690501,125.0,110,1809.0,,,,,
2025-05-07T04:00:00.000-04:00:00,NE-MRBTS-690501,114.0,98,1738.0,,,,,
2025-05-07T04:15:00.000-04:00:00,NE-MRBTS-690501,122.0,99,1900.0,,,,,
2025-05-07T04:30:00.000-04:00:00,NE-MRBTS-690501,133.0,114,1920.0,,,,,
2025-05-07T05:00:00.000-04:00:00,NE-MRBTS-690501,129.0,114,2021.0,,,,,
2025-05-07T05:15:00.000-04:00:00,NE-MRBTS-690501,123.0,111,2025.0,,,,,
2025-05-07T05:30:00.000-04:00:00,NE-MRBTS-690501,137.0,116,2271.0,,,,,
2025-05-07T06:00:00.000-04:00:00,NE-MRBTS-690501,121.0,105,2508.0,,,,,
2025-05-07T06:15:00.000-04:00:00,NE-MRBTS-690501,160.0,141,2892.0,,,,,
2025-05-07T06:30:00.000-04:00:00,NE-MRBTS-690501,129.0,119,2954.0,,,,,
2025-05-07T07:00:00.000-04:00:00,NE-MRBTS-690501,146.0,130,2949.0,,,,,
2025-05-07T07:15:00.000-04:00:00,NE-MRBTS-690501,125.0,109,3214.0,,,,,
2025-05-07T07:30:00.000-04:00:00,NE-MRBTS-690501,154.0,144,3618.0,,,,,
2025-05-07T08:00:00.000-04:00:00,NE-MRBTS-690501,145.0,136,2935.0,,,,,
2025-05-07T08:15:00.000-04:00:00,NE-MRBTS-690501,186.0,176,3110.0,,,,,
2025-05-07T08:30:00.000-04:00:00,NE-MRBTS-690501,220.0,193,3652.0,,,,,
2025-05-07T09:00:00.000-04:00:00,NE-MRBTS-690501,181.0,164,3228.0,,,,,
2025-05-07T09:15:00.000-04:00:00,NE-MRBTS-690501,164.0,148,3503.0,,,,,
2025-05-07T09:30:00.000-04:00:00,NE-MRBTS-690501,207.0,200,3422.0,,,,,
2025-05-07T10:00:00.000-04:00:00,NE-MRBTS-690501,144.0,134,3075.0,,,,,
2025-05-07T10:15:00.000-04:00:00,NE-MRBTS-690501,144.0,133,3151.0,,,,,
2025-05-07T10:30:00.000-04:00:00,NE-MRBTS-690501,122.0,114,2952.0,,,,,
2025-05-07T11:00:00.000-04:00:00,NE-MRBTS-690501,119.0,107,2651.0,,,,,
2025-05-07T11:15:00.000-04:00:00,NE-MRBTS-690501,130.0,115,2992.0,,,,,
2025-05-07T11:30:00.000-04:00:00,NE-MRBTS-690501,136.0,126,3040.0,,,,,
2025-05-07T12:00:00.000-04:00:00,NE-MRBTS-690501,127.0,120,2612.0,,,,,
2025-05-07T12:15:00.000-04:00:00,NE-MRBTS-690501,154.0,146,2867.0,,,,,
2025-05-07T12:30:00.000-04:00:00,NE-MRBTS-690501,160.0,147,2835.0,,,,,
2025-05-07T13:00:00.000-04:00:00,NE-MRBTS-690501,137.0,126,2823.0,,,,,
2025-05-07T13:15:00.000-04:00:00,NE-MRBTS-690501,135.0,127,3241.0,,,,,
2025-05-07T13:30:00.000-04:00:00,NE-MRBTS-690501,139.0,145,3276.0,,,,,
2025-05-07T14:00:00.000-04:00:00,NE-MRBTS-690501,151.0,134,3081.0,,,,,
2025-05-07T14:15:00.000-04:00:00,NE-MRBTS-690501,144.0,143,3221.0,,,,,
2025-05-07T14:30:00.000-04:00:00,NE-MRBTS-690501,161.0,151,3211.0,,,,,
2025-05-07T15:00:00.000-04:00:00,NE-MRBTS-690501,157.0,149,3300.0,,,,,
2025-05-07T15:15:00.000-04:00:00,NE-MRBTS-690501,161.0,145,3169.0,,,,,
2025-05-07T15:30:00.000-04:00:00,NE-MRBTS-690501,126.0,99,456.0,,,,,
2025-05-07T16:00:00.000-04:00:00,NE-MRBTS-690501,141.0,118,2744.0,,,,,
2025-05-07T16:15:00.000-04:00:00,NE-MRBTS-690501,109.0,97,2959.0,,,,,
2025-05-07T16:30:00.000-04:00:00,NE-MRBTS-690501,132.0,115,3214.0,,,,,
2025-05-07T17:00:00.000-04:00:00,NE-MRBTS-690501,127.0,112,3109.0,,,,,
2025-05-07T17:15:00.000-04:00:00,NE-MRBTS-690501,121.0,99,3660.0,,,,,
2025-05-07T17:30:00.000-04:00:00,NE-MRBTS-690501,126.0,108,3074.0,,,,,
2025-05-07T18:00:00.000-04:00:00,NE-MRBTS-690501,112.0,99,2503.0,,,,,
2025-05-07T18:15:00.000-04:00:00,NE-MRBTS-690501,112.0,96,2548.0,,,,,
2025-05-07T18:30:00.000-04:00:00,NE-MRBTS-690501,124.0,104,2463.0,,,,,
2025-05-07T19:00:00.000-04:00:00,NE-MRBTS-690501,132.0,112,2314.0,,,,,
2025-05-07T19:15:00.000-04:00:00,NE-MRBTS-690501,179.0,162,2211.0,,,,,
2025-05-07T19:30:00.000-04:00:00,NE-MRBTS-690501,120.0,104,2047.0,,,,,
2025-05-07T20:00:00.000-04:00:00,NE-MRBTS-690501,196.0,173,2047.0,,,,,
2025-05-07T20:15:00.000-04:00:00,NE-MRBTS-690501,195.0,169,2113.0,,,,,
2025-05-07T20:30:00.000-04:00:00,NE-MRBTS-690501,214.0,199,1651.0,,,,,
2025-05-07T21:00:00.000-04:00:00,NE-MRBTS-690501,143.0,141,2129.0,,,,,
2025-05-07T21:15:00.000-04:00:00,NE-MRBTS-690501,120.0,103,2274.0,,,,,
2025-05-07T21:30:00.000-04:00:00,NE-MRBTS-690501,138.0,128,1812.0,,,,,
2025-05-07T22:00:00.000-04:00:00,NE-MRBTS-690501,120.0,103,2177.0,,,,,
2025-05-07T22:15:00.000-04:00:00,NE-MRBTS-690501,110.0,92,2159.0,,,,,
2025-05-07T22:30:00.000-04:00:00,NE-MRBTS-690501,110.0,92,2215.0,,,,,
2025-05-07T23:00:00.000-04:00:00,NE-MRBTS-690501,118.0,98,2136.0,,,,,
2025-05-07T23:15:00.000-04:00:00,NE-MRBTS-690501,115.0,98,2309.0,,,,,
2025-05-07T23:30:00.000-04:00:00,NE-MRBTS-690501,115.0,100,2334.0,,,,,
2025-05-08T00:00:00.000-04:00:00,NE-MRBTS-690501,96.0,94,2307.0,,,,,
2025-05-08T00:15:00.000-04:00:00,NE-MRBTS-690501,117.0,98,2234.0,,,,,
2025-05-08T00:30:00.000-04:00:00,NE-MRBTS-690501,124.0,106,2115.0,,,,,
2025-05-08T01:00:00.000-04:00:00,NE-MRBTS-690501,129.0,109,1935.0,,,,,
2025-05-08T01:15:00.000-04:00:00,NE-MRBTS-690501,129.0,109,1835.0,,,,,
2025-05-08T01:30:00.000-04:00:00,NE-MRBTS-690501,123.0,102,1940.0,,,,,
2025-05-08T02:00:00.000-04:00:00,NE-MRBTS-690501,122.0,101,1957.0,,,,,
2025-05-08T02:15:00.000-04:00:00,NE-MRBTS-690501,113.0,98,1959.0,,,,,
2025-05-08T02:30:00.000-04:00:00,NE-MRBTS-690501,126.0,113,1858.0,,,,,
2025-05-08T03:00:00.000-04:00:00,NE-MRBTS-690501,127.0,112,2006.0,,,,,
2025-05-08T03:15:00.000-04:00:00,NE-MRBTS-690501,163.0,148,2009.0,,,,,
2025-05-08T03:30:00.000-04:00:00,NE-MRBTS-690501,126.0,111,1937.0,,,,,
2025-05-08T04:00:00.000-04:00:00,NE-MRBTS-690501,117.0,96,1960.0,,,,,
2025-05-08T04:15:00.000-04:00:00,NE-MRBTS-690501,119.0,99,2061.0,,,,,
2025-05-08T04:30:00.000-04:00:00,NE-MRBTS-690501,133.0,113,2064.0,,,,,
2025-05-08T05:00:00.000-04:00:00,NE-MRBTS-690501,134.0,107,1903.0,,,,,
2025-05-08T05:15:00.000-04:00:00,NE-MRBTS-690501,129.0,112,2043.0,,,,,
2025-05-08T05:30:00.000-04:00:00,NE-MRBTS-690501,135.0,118,2169.0,,,,,
2025-05-08T06:00:00.000-04:00:00,NE-MRBTS-690501,122.0,105,2763.0,,,,,
2025-05-08T06:15:00.000-04:00:00,NE-MRBTS-690501,124.0,112,2750.0,,,,,
2025-05-08T06:30:00.000-04:00:00,NE-MRBTS-690501,142.0,131,2883.0,,,,,
2025-05-08T07:00:00.000-04:00:00,NE-MRBTS-690501,124.0,108,3002.0,,,,,
2025-05-08T07:15:00.000-04:00:00,NE-MRBTS-690501,119.0,102,3224.0,,,,,
2025-05-08T07:30:00.000-04:00:00,NE-MRBTS-690501,145.0,143,3630.0,,,,,
2025-05-08T08:00:00.000-04:00:00,NE-MRBTS-690501,146.0,122,3418.0,,,,,
2025-05-08T08:15:00.000-04:00:00,NE-MRBTS-690501,144.0,137,3314.0,,,,,
2025-05-08T08:30:00.000-04:00:00,NE-MRBTS-690501,143.0,132,3439.0,,,,,
2025-05-08T09:00:00.000-04:00:00,NE-MRBTS-690501,175.0,153,3414.0,,,,,
2025-05-08T09:15:00.000-04:00:00,NE-MRBTS-690501,175.0,174,3192.0,,,,,
2025-05-08T09:30:00.000-04:00:00,NE-MRBTS-690501,175.0,169,3342.0,,,,,
2025-05-08T09:45:00.000-04:00:00,NE-MRBTS-690501,163.0,153,3287.0,,,,,
2025-05-08T10:00:00.000-04:00:00,NE-MRBTS-690501,151.0,146,3135.0,,,,,
2025-05-08T10:15:00.000-04:00:00,NE-MRBTS-690501,194.0,184,2979.0,,,,,
2025-05-08T10:30:00.000-04:00:00,NE-MRBTS-690501,254.0,244,3220.0,,,,,
2025-05-08T10:45:00.000-04:00:00,NE-MRBTS-690501,256.0,243,3027.0,,,,,
2025-05-08T11:00:00.000-04:00:00,NE-MRBTS-690501,239.0,218,3015.0,,,,,
2025-05-08T11:15:00.000-04:00:00,NE-MRBTS-690501,216.0,187,2890.0,,,,,
2025-05-08T11:30:00.000-04:00:00,NE-MRBTS-690501,246.0,220,2814.0,,,,,
2025-05-08T11:45:00.000-04:00:00,NE-MRBTS-690501,224.0,197,2927.0,,,,,
2025-05-08T12:00:00.000-04:00:00,NE-MRBTS-690501,220.0,192,2866.0,,,,,
2025-05-08T12:15:00.000-04:00:00,NE-MRBTS-690501,200.0,173,2841.0,,,,,
2025-05-08T12:30:00.000-04:00:00,NE-MRBTS-690501,165.0,151,2804.0,,,,,
2025-05-08T12:45:00.000-04:00:00,NE-MRBTS-690501,155.0,132,2977.0,,,,,
2025-05-08T13:00:00.000-04:00:00,NE-MRBTS-690501,157.0,139,3269.0,,,,,
2025-05-08T13:15:00.000-04:00:00,NE-MRBTS-690501,161.0,145,3107.0,,,,,
2025-05-08T13:30:00.000-04:00:00,NE-MRBTS-690501,203.0,193,3160.0,,,,,
2025-05-08T13:45:00.000-04:00:00,NE-MRBTS-690501,178.0,169,3432.0,,,,,
2025-05-08T14:00:00.000-04:00:00,NE-MRBTS-690501,182.0,182,3565.0,,,,,
2025-05-08T14:15:00.000-04:00:00,NE-MRBTS-690501,208.0,208,3673.0,,,,,
2025-05-08T14:30:00.000-04:00:00,NE-MRBTS-690501,168.0,164,3497.0,,,,,
2025-05-08T14:45:00.000-04:00:00,NE-MRBTS-690501,154.0,141,3367.0,,,,,
2025-05-08T15:00:00.000-04:00:00,NE-MRBTS-690501,152.0,132,3337.0,,,,,
2025-05-08T15:15:00.000-04:00:00,NE-MRBTS-690501,146.0,121,2911.0,,,,,
2025-05-08T15:30:00.000-04:00:00,NE-MRBTS-690501,170.0,162,2636.0,1.0,1.0,,,
2025-05-06T14:00:00.000-04:00:00,NE-MRBTS-690503,57.0,94,3715.0,,,5.0,,
2025-05-06T14:15:00.000-04:00:00,NE-MRBTS-690503,57.0,88,3377.0,,,5.0,,
2025-05-06T14:30:00.000-04:00:00,NE-MRBTS-690503,47.0,79,3132.0,,,5.0,,
2025-05-06T15:00:00.000-04:00:00,NE-MRBTS-690503,38.0,75,3524.0,,,5.0,,
2025-05-06T15:15:00.000-04:00:00,NE-MRBTS-690503,32.0,52,3535.0,,,5.0,,
2025-05-06T15:30:00.000-04:00:00,NE-MRBTS-690503,57.0,84,3563.0,,,5.0,,
2025-05-06T16:00:00.000-04:00:00,NE-MRBTS-690503,62.0,83,3593.0,,,5.0,,
2025-05-06T16:15:00.000-04:00:00,NE-MRBTS-690503,41.0,71,3434.0,,,5.0,,
2025-05-06T16:30:00.000-04:00:00,NE-MRBTS-690503,45.0,86,3340.0,,,5.0,,
2025-05-06T17:00:00.000-04:00:00,NE-MRBTS-690503,41.0,70,3263.0,,,5.0,,
2025-05-06T17:15:00.000-04:00:00,NE-MRBTS-690503,43.0,83,3949.0,,,5.0,,
2025-05-06T17:30:00.000-04:00:00,NE-MRBTS-690503,51.0,83,3041.0,,,6.0,1.0,
2025-05-06T18:00:00.000-04:00:00,NE-MRBTS-690503,36.0,51,2423.0,,,5.0,,
2025-05-06T18:15:00.000-04:00:00,NE-MRBTS-690503,49.0,73,2637.0,,,5.0,,
2025-05-06T18:30:00.000-04:00:00,NE-MRBTS-690503,38.0,63,2503.0,,,5.0,,
2025-05-06T18:45:00.000-04:00:00,NE-MRBTS-690503,34.0,59,2269.0,,,5.0,,
2025-05-06T19:00:00.000-04:00:00,NE-MRBTS-690503,46.0,73,2317.0,,,5.0,,
2025-05-06T19:15:00.000-04:00:00,NE-MRBTS-690503,39.0,64,2356.0,,,5.0,,
2025-05-06T19:30:00.000-04:00:00,NE-MRBTS-690503,41.0,61,2120.0,,,8.0,,
2025-05-06T19:45:00.000-04:00:00,NE-MRBTS-690503,49.0,61,2252.0,,,10.0,1.0,
2025-05-06T20:00:00.000-04:00:00,NE-MRBTS-690503,30.0,55,2048.0,,,5.0,,
2025-05-06T20:15:00.000-04:00:00,NE-MRBTS-690503,31.0,53,2103.0,,,5.0,,
2025-05-06T20:30:00.000-04:00:00,NE-MRBTS-690503,38.0,71,2404.0,,,5.0,,
2025-05-06T21:00:00.000-04:00:00,NE-MRBTS-690503,43.0,75,2113.0,,,5.0,,
2025-05-06T21:15:00.000-04:00:00,NE-MRBTS-690503,33.0,64,2010.0,,,5.0,,
2025-05-06T21:30:00.000-04:00:00,NE-MRBTS-690503,19.0,38,1741.0,,,5.0,,
2025-05-06T22:00:00.000-04:00:00,NE-MRBTS-690503,24.0,45,2249.0,,,5.0,,
2025-05-06T22:15:00.000-04:00:00,NE-MRBTS-690503,33.0,48,2139.0,,,5.0,,
2025-05-06T22:30:00.000-04:00:00,NE-MRBTS-690503,19.0,31,2352.0,,,5.0,,
2025-05-06T23:00:00.000-04:00:00,NE-MRBTS-690503,29.0,50,2197.0,,,5.0,,
2025-05-06T23:15:00.000-04:00:00,NE-MRBTS-690503,27.0,40,1985.0,,,5.0,,
2025-05-06T23:30:00.000-04:00:00,NE-MRBTS-690503,21.0,34,1995.0,,,5.0,,
2025-05-07T00:00:00.000-04:00:00,NE-MRBTS-690503,25.0,40,1982.0,,,5.0,,
2025-05-07T00:15:00.000-04:00:00,NE-MRBTS-690503,18.0,31,1938.0,,,5.0,,
2025-05-07T00:30:00.000-04:00:00,NE-MRBTS-690503,30.0,48,1935.0,,,5.0,,
2025-05-07T01:00:00.000-04:00:00,NE-MRBTS-690503,52.0,70,1935.0,,,5.0,,
2025-05-07T01:15:00.000-04:00:00,NE-MRBTS-690503,22.0,36,2114.0,,,5.0,,
2025-05-07T01:30:00.000-04:00:00,NE-MRBTS-690503,31.0,42,2029.0,,,5.0,,
2025-05-07T02:00:00.000-04:00:00,NE-MRBTS-690503,32.0,42,1952.0,,,5.0,,
2025-05-07T02:15:00.000-04:00:00,NE-MRBTS-690503,20.0,31,1951.0,,,5.0,,
2025-05-07T02:30:00.000-04:00:00,NE-MRBTS-690503,26.0,45,1968.0,,,5.0,,
2025-05-07T03:00:00.000-04:00:00,NE-MRBTS-690503,22.0,38,1927.0,,,5.0,,
2025-05-07T03:15:00.000-04:00:00,NE-MRBTS-690503,19.0,37,1897.0,,,5.0,,
2025-05-07T03:30:00.000-04:00:00,NE-MRBTS-690503,21.0,44,1806.0,,,5.0,,
2025-05-07T04:00:00.000-04:00:00,NE-MRBTS-690503,28.0,45,1738.0,,,5.0,,
2025-05-07T04:15:00.000-04:00:00,NE-MRBTS-690503,18.0,31,1898.0,,,5.0,,
2025-05-07T04:30:00.000-04:00:00,NE-MRBTS-690503,28.0,37,1925.0,,,5.0,,
2025-05-07T05:00:00.000-04:00:00,NE-MRBTS-690503,23.0,38,2021.0,,,5.0,,
2025-05-07T05:15:00.000-04:00:00,NE-MRBTS-690503,15.0,40,2029.0,,,5.0,,
2025-05-07T05:30:00.000-04:00:00,NE-MRBTS-690503,35.0,51,2268.0,,,5.0,,
2025-05-07T06:00:00.000-04:00:00,NE-MRBTS-690503,27.0,56,2508.0,,,5.0,,
2025-05-07T06:15:00.000-04:00:00,NE-MRBTS-690503,30.0,53,2893.0,,,5.0,,
2025-05-07T06:30:00.000-04:00:00,NE-MRBTS-690503,32.0,49,2953.0,,,5.0,,
2025-05-07T07:00:00.000-04:00:00,NE-MRBTS-690503,51.0,80,2941.0,,,5.0,,
2025-05-07T07:15:00.000-04:00:00,NE-MRBTS-690503,37.0,58,3217.0,,,5.0,,
2025-05-07T07:30:00.000-04:00:00,NE-MRBTS-690503,46.0,77,3617.0,,,5.0,,
2025-05-07T08:00:00.000-04:00:00,NE-MRBTS-690503,50.0,94,2935.0,,,5.0,,
2025-05-07T08:15:00.000-04:00:00,NE-MRBTS-690503,34.0,66,3109.0,,,5.0,,
2025-05-07T08:30:00.000-04:00:00,NE-MRBTS-690503,46.0,79,3652.0,,,5.0,,
2025-05-07T09:00:00.000-04:00:00,NE-MRBTS-690503,48.0,78,3227.0,,,5.0,,
2025-05-07T09:15:00.000-04:00:00,NE-MRBTS-690503,49.0,84,3503.0,,,5.0,,
2025-05-07T09:30:00.000-04:00:00,NE-MRBTS-690503,35.0,65,3424.0,,,5.0,,
2025-05-07T10:00:00.000-04:00:00,NE-MRBTS-690503,62.0,96,3076.0,,,5.0,,
2025-05-07T10:15:00.000-04:00:00,NE-MRBTS-690503,51.0,89,3149.0,,,5.0,,
2025-05-07T10:30:00.000-04:00:00,NE-MRBTS-690503,39.0,73,2953.0,,,5.0,,
2025-05-07T11:00:00.000-04:00:00,NE-MRBTS-690503,50.0,83,2649.0,,,5.0,,
2025-05-07T11:15:00.000-04:00:00,NE-MRBTS-690503,83.0,119,2995.0,,,5.0,,
2025-05-07T11:30:00.000-04:00:00,NE-MRBTS-690503,66.0,85,3041.0,,,5.0,,
2025-05-07T12:00:00.000-04:00:00,NE-MRBTS-690503,60.0,77,2607.0,,,5.0,,
2025-05-07T12:15:00.000-04:00:00,NE-MRBTS-690503,46.0,77,2869.0,,,5.0,,
2025-05-07T12:30:00.000-04:00:00,NE-MRBTS-690503,40.0,77,2834.0,,,5.0,,
2025-05-07T13:00:00.000-04:00:00,NE-MRBTS-690503,49.0,85,2822.0,,,5.0,,
2025-05-07T13:15:00.000-04:00:00,NE-MRBTS-690503,64.0,94,3240.0,,,5.0,,
2025-05-07T13:30:00.000-04:00:00,NE-MRBTS-690503,51.0,74,3277.0,,,5.0,,
2025-05-07T14:00:00.000-04:00:00,NE-MRBTS-690503,53.0,87,3080.0,,,5.0,,
2025-05-07T14:15:00.000-04:00:00,NE-MRBTS-690503,46.0,84,3224.0,,,5.0,,
2025-05-07T14:30:00.000-04:00:00,NE-MRBTS-690503,52.0,88,3207.0,,,5.0,,
2025-05-07T15:00:00.000-04:00:00,NE-MRBTS-690503,44.0,86,3296.0,,,5.0,,
2025-05-07T15:15:00.000-04:00:00,NE-MRBTS-690503,57.0,82,3171.0,,,5.0,,
2025-05-07T15:30:00.000-04:00:00,NE-MRBTS-690503,31.0,43,1340.0,1.0,1.0,2.0,,
2025-05-07T16:00:00.000-04:00:00,NE-MRBTS-690503,65.0,92,2741.0,,,5.0,,
2025-05-07T16:15:00.000-04:00:00,NE-MRBTS-690503,74.0,110,2959.0,,,5.0,,
2025-05-07T16:30:00.000-04:00:00,NE-MRBTS-690503,29.0,61,3218.0,,,5.0,,
2025-05-07T17:00:00.000-04:00:00,NE-MRBTS-690503,105.0,153,3108.0,,,5.0,,
2025-05-07T17:15:00.000-04:00:00,NE-MRBTS-690503,40.0,62,3670.0,,,5.0,,
2025-05-07T17:30:00.000-04:00:00,NE-MRBTS-690503,32.0,64,3069.0,,,5.0,,
2025-05-07T18:00:00.000-04:00:00,NE-MRBTS-690503,43.0,76,2503.0,,,5.0,,
2025-05-07T18:15:00.000-04:00:00,NE-MRBTS-690503,34.0,55,2550.0,,,5.0,,
2025-05-07T18:30:00.000-04:00:00,NE-MRBTS-690503,35.0,64,2467.0,,,5.0,,
2025-05-07T19:00:00.000-04:00:00,NE-MRBTS-690503,30.0,61,2317.0,,,5.0,,
2025-05-07T19:15:00.000-04:00:00,NE-MRBTS-690503,26.0,49,2207.0,,,5.0,,
2025-05-07T19:30:00.000-04:00:00,NE-MRBTS-690503,30.0,48,2048.0,,,5.0,,
2025-05-07T20:00:00.000-04:00:00,NE-MRBTS-690503,45.0,64,2048.0,,,5.0,,
2025-05-07T20:15:00.000-04:00:00,NE-MRBTS-690503,44.0,58,2110.0,,,5.0,,
2025-05-07T20:30:00.000-04:00:00,NE-MRBTS-690503,34.0,59,1656.0,,,5.0,,
2025-05-07T21:00:00.000-04:00:00,NE-MRBTS-690503,22.0,50,2129.0,,,5.0,,
2025-05-07T21:15:00.000-04:00:00,NE-MRBTS-690503,47.0,63,2279.0,,,5.0,,
2025-05-07T21:30:00.000-04:00:00,NE-MRBTS-690503,19.0,45,1808.0,,,5.0,,
2025-05-07T22:00:00.000-04:00:00,NE-MRBTS-690503,37.0,65,2181.0,,,5.0,,
2025-05-07T22:15:00.000-04:00:00,NE-MRBTS-690503,48.0,68,2156.0,,,5.0,,
2025-05-07T22:30:00.000-04:00:00,NE-MRBTS-690503,45.0,76,2217.0,,,5.0,,
2025-05-07T23:00:00.000-04:00:00,NE-MRBTS-690503,33.0,62,2138.0,,,5.0,,
2025-05-07T23:15:00.000-04:00:00,NE-MRBTS-690503,35.0,50,2310.0,,,5.0,,
2025-05-07T23:30:00.000-04:00:00,NE-MRBTS-690503,36.0,58,2331.0,,,5.0,,
2025-05-08T00:00:00.000-04:00:00,NE-MRBTS-690503,43.0,66,2303.0,,,5.0,,
2025-05-08T00:15:00.000-04:00:00,NE-MRBTS-690503,46.0,62,2236.0,,,5.0,,
2025-05-08T00:30:00.000-04:00:00,NE-MRBTS-690503,25.0,56,2113.0,,,5.0,,
2025-05-08T01:00:00.000-04:00:00,NE-MRBTS-690503,59.0,66,1935.0,,,5.0,,
2025-05-08T01:15:00.000-04:00:00,NE-MRBTS-690503,26.0,38,1836.0,,,5.0,,
2025-05-08T01:30:00.000-04:00:00,NE-MRBTS-690503,28.0,44,1939.0,,,5.0,,
2025-05-08T02:00:00.000-04:00:00,NE-MRBTS-690503,34.0,52,1955.0,,,5.0,,
2025-05-08T02:15:00.000-04:00:00,NE-MRBTS-690503,31.0,44,1960.0,,,5.0,,
2025-05-08T02:30:00.000-04:00:00,NE-MRBTS-690503,39.0,57,1856.0,,,5.0,,
2025-05-08T03:00:00.000-04:00:00,NE-MRBTS-690503,50.0,65,2004.0,,,5.0,,
2025-05-08T03:15:00.000-04:00:00,NE-MRBTS-690503,39.0,52,2010.0,,,5.0,,
2025-05-08T03:30:00.000-04:00:00,NE-MRBTS-690503,31.0,53,1934.0,,,5.0,,
2025-05-08T04:00:00.000-04:00:00,NE-MRBTS-690503,25.0,52,1961.0,,,5.0,,
2025-05-08T04:15:00.000-04:00:00,NE-MRBTS-690503,36.0,54,2061.0,,,5.0,,
2025-05-08T04:30:00.000-04:00:00,NE-MRBTS-690503,43.0,68,2063.0,,,5.0,,
2025-05-08T05:00:00.000-04:00:00,NE-MRBTS-690503,47.0,78,1902.0,,,5.0,,
2025-05-08T05:15:00.000-04:00:00,NE-MRBTS-690503,26.0,48,2047.0,,,5.0,,
2025-05-08T05:30:00.000-04:00:00,NE-MRBTS-690503,16.0,39,2166.0,,,5.0,,
2025-05-08T06:00:00.000-04:00:00,NE-MRBTS-690503,42.0,75,2759.0,,,5.0,,
2025-05-08T06:15:00.000-04:00:00,NE-MRBTS-690503,30.0,61,2758.0,,,5.0,,
2025-05-08T06:30:00.000-04:00:00,NE-MRBTS-690503,30.0,74,2883.0,,,5.0,,
2025-05-08T07:00:00.000-04:00:00,NE-MRBTS-690503,94.0,137,3002.0,,,5.0,,
2025-05-08T07:15:00.000-04:00:00,NE-MRBTS-690503,70.0,108,3226.0,,,5.0,,
