createAt,manageObject,M8011C86,M8011C95,M8011C101,M8011C107,M8011C189,M8011C191,M8011C25,M8011C26,M8011C27,M8011C28,M8011C29,M8011C30,M8011C31,M8011C32,M8011C33,M8011C34,M8011C36,M8011C37,M8011C51,M8011C54,M8011C57,M8011C58,M8011C79,M8011C226,M8011C12,M8011C13,M8011C14,M8011C15,M8011C16,M8011C17,M8011C18,M8011C19,M8011C20,M8011C21,M8011C23,M8011C24,M8011C38,M8011C39,M8011C40,M8011C41,M8011C42,M8011C43,M8011C44,M8011C45,M8011C46,M8011C47,M8011C49,M8011C50,M8011C55,M8011C56,M8011C60,M8011C61,M8011C74,M8011C227,M8011C297,M8011C298,M8011C323,M8011C324,M8011C325,M8011C326,M8011C327,M8011C328,M8011C317,M8011C321,M8011C322,M8011C318,M8011C319,M8011C320,M8011C59
2025-05-08T00:15:00.000-03:00:00,NE-MRBTS-690204,900,900,900,900,223.0,223.0,840237,47179,11878,295.0,36.0,19.0,156.0,35.0,14.0,151.0,92,13,296332,31160.0,,2.0,900000,31160.0,888272,8858.0,1593.0,188.0,179.0,33.0,94.0,780.0,1.0,2.0,100.0,3.0,11828624,,9312.0,65725,9595.0,,,,,4196725,3600000,56725.0,,2.0,883922,16078,900000,56725.0,,,,,,,,,,,,,,,
2025-05-08T00:30:00.000-03:00:00,NE-MRBTS-690204,900,900,900,900,213.0,213.0,841295,46709,11650,174.0,19.0,13.0,73.0,21.0,4.0,42.0,92,13,284308,20948.0,,2.0,900000,20948.0,890806,7235.0,1257.0,152.0,150.0,62.0,41.0,290.0,,7.0,100.0,2.0,11785720,2.0,8429.0,65514,5566.0,,,,,4180981,3600000,40981.0,,2.0,889285,10715,900000,40981.0,,,,,,,,,,,,,,,
2025-05-08T01:00:00.000-03:00:00,NE-MRBTS-690204,900,900,900,900,215.0,215.0,840890,46951,11651,216.0,20.0,13.0,111.0,26.0,2.0,120.0,92,13,287139,22421.0,,2.0,900000,22421.0,890502,7703.0,1338.0,142.0,149.0,34.0,19.0,112.0,,1.0,95.0,2.0,11791064,2.0,6752.0,65078,7560.0,,,,,4179601,3600000,39601.0,,3.0,888620,11380,900000,39576.0,,,,,,,,,,,,,,,
2025-05-08T01:15:00.000-03:00:00,NE-MRBTS-690204,900,900,900,900,226.0,226.0,840515,46874,11905,342.0,34.0,11.0,133.0,23.0,16.0,147.0,92,13,293025,28437.0,,2.0,900000,28437.0,890470,7774.0,1247.0,152.0,136.0,37.0,22.0,162.0,,,75.0,2.0,11802552,,7358.0,65244,8530.0,,,,,4180027,3600000,40027.0,,2.0,887181,12819,900000,40027.0,,,,,,,,,,,,,,,
2025-05-08T01:30:00.000-03:00:00,NE-MRBTS-690204,900,900,900,900,257.0,257.0,838612,46706,11907,648.0,105.0,44.0,137.0,148.0,34.0,1659.0,92,15,334279,70599.0,,3.0,900000,70599.0,887093,9006.0,1276.0,137.0,163.0,111.0,201.0,2009.0,4.0,,90.0,4.0,11842872,1.0,13517.0,64907,8823.0,,,,,4215496,3600000,75496.0,,2.0,882141,17859,900000,75474.0,,,,,,,,,,,,,,,
2025-05-08T02:00:00.000-03:00:00,NE-MRBTS-690204,900,900,900,900,211.0,211.0,841338,46503,11633,240.0,28.0,13.0,111.0,26.0,6.0,102.0,92,13,285590,22656.0,,2.0,900000,22656.0,891584,6293.0,1110.0,106.0,144.0,49.0,87.0,622.0,,5.0,100.0,2.0,11777552,,6854.0,64322,7294.0,,,,,4181466,3600000,41466.0,,2.0,890306,9694,900000,41486.0,,,,,,,,,,,,,,,
2025-05-08T02:15:00.000-03:00:00,NE-MRBTS-690204,900,900,900,900,211.0,211.0,841118,46610,11681,252.0,32.0,20.0,130.0,31.0,7.0,119.0,92,13,288445,24273.0,,2.0,900000,24273.0,890119,7643.0,1204.0,132.0,129.0,17.0,72.0,681.0,1.0,2.0,95.0,3.0,11786288,2.0,7823.0,65022,7653.0,,,,,4186774,3600000,46774.0,,2.0,889214,10786,900000,46789.0,,,,,,,,,,,,,,,
2025-05-08T02:30:00.000-03:00:00,NE-MRBTS-690204,900,900,900,900,221.0,221.0,841238,46595,11646,222.0,26.0,16.0,114.0,33.0,12.0,98.0,92,13,287881,24363.0,,2.0,900000,24363.0,888593,7553.0,1161.0,135.0,183.0,89.0,196.0,2087.0,1.0,2.0,95.0,4.0,11778496,2.0,9414.0,65510,7301.0,,,,1.0,4209742,3600000,69742.0,,2.0,890188,9812,900000,69707.0,,1.0,,,,,,,,,,,,,
2025-05-08T03:00:00.000-03:00:00,NE-MRBTS-690204,900,900,900,900,196.0,196.0,841247,46645,11652,187.0,30.0,15.0,90.0,21.0,10.0,103.0,92,13,285446,21396.0,,2.0,900000,21396.0,891065,7597.0,1005.0,124.0,47.0,25.0,13.0,124.0,,,75.0,2.0,11793864,,6596.0,65851,6230.0,,,,,4175558,3600000,35558.0,,2.0,888267,11733,900000,35558.0,,,,,,,,,,,,,,,
2025-05-08T03:15:00.000-03:00:00,NE-MRBTS-690204,900,900,900,900,224.0,224.0,841043,46694,11684,251.0,36.0,15.0,115.0,27.0,7.0,128.0,92,13,288894,24838.0,,2.0,900000,24838.0,888924,7877.0,1024.0,122.0,177.0,34.0,171.0,1670.0,,1.0,95.0,4.0,11774712,,9219.0,65237,7434.0,,,,,4202944,3600000,62944.0,,2.0,890661,9339,900000,62960.0,,,,,,,,,,,,,,,
2025-05-08T03:30:00.000-03:00:00,NE-MRBTS-690204,900,900,900,900,214.0,214.0,840565,46592,11628,344.0,44.0,41.0,158.0,105.0,35.0,488.0,92,13,301130,37824.0,,2.0,900000,37824.0,885277,8436.0,1365.0,233.0,534.0,259.0,348.0,3542.0,2.0,4.0,95.0,6.0,11777248,1.0,12728.0,65802,8257.0,,,,1.0,4244181,3600000,104181.0,,2.0,890344,9656,900000,104165.0,1.0,,,,,,,,,,,,,,
2025-05-08T04:00:00.000-03:00:00,NE-MRBTS-690204,900,900,900,900,189.0,189.0,841765,46314,11554,168.0,13.0,3.0,98.0,19.0,2.0,64.0,92,13,281616,19290.0,,2.0,900000,19290.0,892855,5891.0,897.0,109.0,142.0,17.0,22.0,67.0,,,75.0,2.0,11788576,1.0,5552.0,64172,6902.0,,,,,4169884,3600000,29884.0,,3.0,888928,11072,900000,29884.0,,,,,,,,,,,,,,,
2025-05-08T04:15:00.000-03:00:00,NE-MRBTS-690204,900,900,900,900,220.0,220.0,841393,46496,11709,193.0,9.0,7.0,126.0,21.0,4.0,42.0,92,13,285193,22215.0,,3.0,900000,22215.0,891466,6849.0,1260.0,175.0,152.0,48.0,25.0,25.0,,,80.0,2.0,11784312,1.0,7586.0,64562,7151.0,,,,,4175667,3600000,35667.0,,3.0,889442,10558,900000,35694.0,,,,,,,,,,,,,,,
2025-05-08T04:30:00.000-03:00:00,NE-MRBTS-690204,900,900,900,900,249.0,249.0,841075,46727,11644,255.0,30.0,9.0,128.0,26.0,5.0,101.0,92,13,287237,23847.0,,2.0,900000,23847.0,889903,8103.0,1556.0,174.0,131.0,67.0,25.0,40.0,1.0,,90.0,2.0,11803664,1.0,6302.0,64625,9693.0,,,,,4180780,3600000,40780.0,,3.0,887061,12939,900000,40753.0,,,,,,,,,,,,,,,
2025-05-08T05:00:00.000-03:00:00,NE-MRBTS-690204,900,900,900,900,187.0,187.0,841658,46396,11633,122.0,14.0,4.0,107.0,12.0,4.0,50.0,92,13,281867,18801.0,,2.0,900000,18801.0,892710,5921.0,1112.0,107.0,85.0,17.0,15.0,33.0,,,75.0,2.0,11760480,,5687.0,64461,6440.0,,,,,4169345,3600000,29345.0,,2.0,892440,7560,900000,29335.0,,,,,,,,,,,,,,,
2025-05-08T05:15:00.000-03:00:00,NE-MRBTS-690204,900,900,900,900,208.0,208.0,841547,46406,11647,190.0,18.0,7.0,104.0,14.0,6.0,61.0,92,13,282202,19602.0,,2.0,900000,19602.0,891448,7234.0,1072.0,119.0,85.0,14.0,11.0,17.0,,,75.0,2.0,11768320,,5015.0,64302,8426.0,,,,,4172828,3600000,32828.0,,2.0,891460,8540,900000,32883.0,,,,,,,,,,,,,,,
2025-05-08T05:30:00.000-03:00:00,NE-MRBTS-690204,900,900,900,900,218.0,218.0,839232,46820,11904,424.0,109.0,142.0,247.0,238.0,56.0,828.0,92,14,322123,57249.0,,2.0,900000,57249.0,886673,8994.0,1266.0,238.0,257.0,109.0,252.0,2204.0,2.0,5.0,100.0,5.0,11778888,1.0,15823.0,65965,6592.0,,,,,4220694,3600000,80694.0,,3.0,890139,9861,900000,80639.0,,,,,,,,,,,,,,,
2025-05-08T06:00:00.000-03:00:00,NE-MRBTS-690204,900,900,900,900,198.0,198.0,836690,47517,11818,447.0,86.0,82.0,243.0,319.0,103.0,2695.0,92,16,367420,100954.0,,2.0,900000,100954.0,886436,9718.0,1487.0,253.0,275.0,135.0,184.0,1500.0,3.0,9.0,100.0,4.0,11858448,3.0,11278.0,67442,11403.0,,,,,4213653,3600000,73653.0,,3.0,880194,19806,900000,73649.0,,,,,,,,,,,,,,,
2025-05-08T06:15:00.000-03:00:00,NE-MRBTS-690204,900,900,900,900,343.0,343.0,838477,48701,11679,376.0,41.0,49.0,205.0,74.0,15.0,383.0,92,14,306187,35697.0,,2.0,900000,35697.0,886009,10308.0,1559.0,260.0,306.0,161.0,116.0,1272.0,6.0,3.0,100.0,4.0,11798056,,10777.0,67155,7751.0,,,,,4210815,3600000,70815.0,,3.0,887640,12360,900000,70870.0,,,,,,,,,,,,,,,
2025-05-08T06:30:00.000-03:00:00,NE-MRBTS-690204,900,900,900,900,279.0,279.0,834672,47281,12145,742.0,193.0,163.0,305.0,480.0,202.0,3817.0,92,18,408170,143036.0,,3.0,900000,143036.0,876650,11614.0,2913.0,827.0,1623.0,992.0,637.0,4699.0,9.0,36.0,100.0,10.0,11923840,2.0,23403.0,69081,12066.0,,,1.0,,4308464,3600000,168464.0,,3.0,872123,27877,900000,168409.0,1.0,,,,,,,,,,,,,,
2025-05-08T07:00:00.000-03:00:00,NE-MRBTS-690204,900,900,900,900,285.0,285.0,836850,48267,12042,461.0,123.0,87.0,260.0,187.0,97.0,1626.0,92,15,346186,77134.0,,3.0,900000,77134.0,868424,17507.0,6180.0,1387.0,2327.0,1089.0,415.0,2596.0,29.0,46.0,100.0,10.0,11924424,6.0,23388.0,69208,16875.0,2.0,,1.0,2.0,4320804,3600000,180804.0,,3.0,871844,28156,900000,182188.0,2.0,3.0,,,1.0,,1.0,,,,,,,,
2025-05-08T07:15:00.000-03:00:00,NE-MRBTS-690204,900,900,900,900,287.0,287.0,823201,47430,12539,1155.0,317.0,361.0,401.0,1257.0,433.0,12906.0,92,29,662120,393008.0,,3.0,900000,393008.0,838240,26913.0,12474.0,3008.0,5149.0,2481.0,1965.0,9608.0,72.0,90.0,100.0,24.0,11966768,14.0,73499.0,71378,17429.0,1.0,1.0,,2.0,4564412,3600000,424412.0,1.0,3.0,866757,33243,900000,423128.0,1.0,3.0,,,,1.0,,1.0,,,,,,,
2025-05-08T07:30:00.000-03:00:00,NE-MRBTS-690204,900,900,900,900,263.0,263.0,834251,47198,12253,765.0,233.0,209.0,305.0,485.0,209.0,4092.0,92,19,422980,155770.0,,3.0,900000,155770.0,871670,16055.0,2299.0,663.0,987.0,565.0,809.0,6917.0,12.0,23.0,100.0,12.0,11934824,4.0,27612.0,71595,14413.0,1.0,,,,4345709,3600000,205709.0,,3.0,870574,29426,900000,205622.0,1.0,,,,,,,,,,,,,,
2025-05-08T08:00:00.000-03:00:00,NE-MRBTS-690204,900,900,900,900,245.0,245.0,829400,48271,12959,1099.0,312.0,309.0,365.0,703.0,270.0,6312.0,92,22,502732,235002.0,,3.0,900000,235002.0,857106,23705.0,4796.0,1019.0,1629.0,1668.0,992.0,8921.0,44.0,120.0,100.0,17.0,12377536,8.0,37090.0,75115,27140.0,1.0,,,,4441799,3600000,301799.0,1.0,3.0,815310,84690,900000,300655.0,,1.0,,,,,,,,,,,,,
2025-05-08T08:15:00.000-03:00:00,NE-MRBTS-690204,900,900,900,900,283.0,283.0,838025,48504,12321,390.0,48.0,42.0,168.0,61.0,24.0,417.0,92,14,316638,45506.0,,3.0,900000,45506.0,877050,15716.0,4221.0,703.0,1068.0,394.0,191.0,642.0,4.0,11.0,100.0,6.0,11899440,4.0,18135.0,68468,12858.0,,,,,4248821,3600000,108821.0,,3.0,875068,24932,900000,108810.0,,,,,,,,,,,,,,,
2025-05-08T08:30:00.000-03:00:00,NE-MRBTS-690204,900,900,900,900,303.0,303.0,838713,47611,11985,455.0,84.0,53.0,194.0,138.0,56.0,711.0,92,14,321207,54125.0,,2.0,900000,54125.0,875949,17616.0,2439.0,533.0,535.0,552.0,284.0,2060.0,11.0,21.0,100.0,7.0,11903016,1.0,21370.0,67806,11610.0,,,,1.0,4263507,3600000,123507.0,,3.0,874625,25375,900000,123527.0,,1.0,,,,1.0,,1.0,,,,,,,
2025-05-08T09:00:00.000-03:00:00,NE-MRBTS-690204,900,900,900,900,238.0,238.0,837526,46972,12061,485.0,95.0,94.0,257.0,263.0,85.0,2162.0,92,16,357571,92701.0,,4.0,900000,92701.0,879102,13421.0,3216.0,654.0,843.0,421.0,278.0,2053.0,2.0,10.0,100.0,7.0,11920816,2.0,16975.0,67888,14704.0,1.0,,,2.0,4256251,3600000,116251.0,,3.0,872398,27602,900000,116261.0,2.0,1.0,,,,,,,,,,,,,
2025-05-08T09:15:00.000-03:00:00,NE-MRBTS-690204,900,900,900,900,322.0,322.0,818325,46221,11785,874.0,355.0,357.0,607.0,1550.0,471.0,19455.0,92,36,802595,537913.0,,3.0,900000,537913.0,855159,15217.0,5837.0,2258.0,5530.0,3351.0,1476.0,11077.0,30.0,65.0,100.0,22.0,11879440,6.0,69539.0,67593,9995.0,1.0,,,,4518496,3600000,378496.0,1.0,3.0,877570,22430,900000,378489.0,1.0,,,,,,,,,,,,,,
2025-05-08T09:30:00.000-03:00:00,NE-MRBTS-690204,900,900,900,900,268.0,268.0,816760,46202,11889,726.0,264.0,284.0,559.0,1534.0,572.0,21210.0,92,37,842189,576839.0,,3.0,900000,576839.0,860923,16175.0,7358.0,3711.0,5087.0,1648.0,835.0,4212.0,15.0,36.0,100.0,15.0,11851064,3.0,66950.0,67822,8955.0,,,,,4407032,3600000,267032.0,,3.0,881117,18883,900000,267810.0,,,,,,,,,,,,,,,
2025-05-08T10:00:00.000-03:00:00,NE-MRBTS-690204,900,900,900,900,302.0,302.0,840572,47156,11750,234.0,19.0,14.0,123.0,46.0,6.0,80.0,92,13,291209,25599.0,,2.0,900000,25599.0,887003,9094.0,1983.0,361.0,544.0,243.0,125.0,641.0,3.0,3.0,100.0,4.0,11802224,,11326.0,65335,8313.0,1.0,,,,4205122,3600000,65122.0,,3.0,887222,12778,900000,65101.0,,1.0,,,,,,,,,,,,,
2025-05-08T10:15:00.000-03:00:00,NE-MRBTS-690204,900,900,900,900,268.0,268.0,840070,46939,11788,277.0,30.0,26.0,152.0,104.0,35.0,579.0,92,14,306432,41158.0,,2.0,900000,41158.0,882345,11751.0,2574.0,611.0,959.0,430.0,230.0,1094.0,3.0,3.0,95.0,5.0,11855072,,13051.0,66305,12015.0,1.0,,,,4232999,3600000,92999.0,,3.0,880515,19485,900000,93565.0,,1.0,,,,,,,,,,,,,
2025-05-08T10:30:00.000-03:00:00,NE-MRBTS-690204,900,900,900,900,304.0,304.0,839855,47358,11916,261.0,22.0,32.0,169.0,84.0,32.0,271.0,92,13,302496,36160.0,,3.0,900000,36160.0,884751,10758.0,1795.0,399.0,460.0,230.0,192.0,1405.0,4.0,6.0,95.0,5.0,11972224,1.0,12462.0,66682,10102.0,,,,,4221510,3600000,81510.0,,2.0,866071,33929,900000,80959.0,,,,,,,,,,,,,,,
2025-05-08T11:00:00.000-03:00:00,NE-MRBTS-690204,900,900,900,900,248.0,248.0,836054,47241,11893,810.0,180.0,165.0,213.0,376.0,79.0,2989.0,92,17,382053,117139.0,,3.0,900000,117139.0,882067,12015.0,2040.0,299.0,456.0,206.0,289.0,2625.0,,3.0,100.0,6.0,12108976,1.0,14046.0,67329,16146.0,2.0,,1.0,,4247201,3600000,107201.0,,3.0,848878,51122,900000,107217.0,2.0,1.0,,,,,,,,,,,,,
2025-05-08T11:15:00.000-03:00:00,NE-MRBTS-690204,900,900,900,900,269.0,269.0,814152,45697,11700,543.0,176.0,344.0,372.0,1652.0,462.0,24902.0,92,41,910530,645574.0,,2.0,900000,645574.0,871727,14076.0,3015.0,804.0,1146.0,752.0,778.0,7675.0,10.0,17.0,100.0,12.0,11971128,3.0,53360.0,66901,11541.0,1.0,,,,4356542,3600000,216542.0,,3.0,866110,33890,900000,217003.0,1.0,,,,,,,,,,,,,,
2025-05-08T11:30:00.000-03:00:00,NE-MRBTS-690204,900,900,900,900,245.0,245.0,812004,46113,11771,781.0,125.0,290.0,409.0,1698.0,486.0,26323.0,92,42,957726,692722.0,,3.0,900000,692722.0,870327,14575.0,2808.0,921.0,1047.0,813.0,829.0,8624.0,33.0,23.0,100.0,13.0,11825760,3.0,61050.0,69369,9145.0,2.0,,,,4376172,3600000,236172.0,,3.0,884280,15720,900000,235732.0,1.0,1.0,,,,,,,,,,,,,
2025-05-08T12:00:00.000-03:00:00,NE-MRBTS-690204,900,900,900,900,255.0,255.0,768319,44103,11666,1144.0,452.0,893.0,825.0,4439.0,1231.0,66928.0,92,88,1973395,1708753.0,1.0,3.0,900000,1708753.0,809598,27437.0,22654.0,9004.0,12811.0,5054.0,2435.0,10801.0,51.0,155.0,100.0,37.0,12381848,45.0,113812.0,92101,44419.0,13.0,4.0,1.0,142.0,4794862,3600000,654862.0,1.0,3.0,814769,85231,900000,654862.0,42.0,118.0,1.0,1.0,,124.0,32.0,94.0,,,,,,,
2025-05-08T12:15:00.000-03:00:00,NE-MRBTS-690204,900,900,900,900,266.0,266.0,820479,46616,11919,694.0,178.0,278.0,361.0,1227.0,345.0,17903.0,92,33,748543,483315.0,,2.0,900000,483315.0,868743,16606.0,3269.0,776.0,1222.0,764.0,753.0,7810.0,10.0,47.0,100.0,13.0,12119720,12.0,37582.0,72988,17976.0,,,,2.0,4370041,3600000,230041.0,,3.0,847535,52465,900000,230053.0,2.0,,,,,1.0,1.0,,,,,,,,
2025-05-08T12:30:00.000-03:00:00,NE-MRBTS-690204,900,900,900,900,230.0,230.0,830087,46910,11809,477.0,97.0,175.0,236.0,652.0,183.0,9374.0,92,24,529293,264287.0,,2.0,900000,264287.0,870167,16782.0,4686.0,1167.0,1769.0,1113.0,517.0,3779.0,8.0,12.0,95.0,11.0,12279648,9.0,22479.0,71702,21127.0,,,,3.0,4324225,3600000,184225.0,,3.0,827544,72456,900000,184213.0,2.0,1.0,,,,1.0,1.0,,,,,,,,
2025-05-08T13:00:00.000-03:00:00,NE-MRBTS-690204,900,900,900,900,226.0,226.0,839488,47052,12063,461.0,58.0,52.0,200.0,114.0,28.0,484.0,92,14,313081,48305.0,,3.0,900000,48305.0,878679,13623.0,2769.0,656.0,895.0,519.0,317.0,2527.0,4.0,11.0,100.0,7.0,11950368,6.0,19256.0,67320,11403.0,1.0,,,,4264951,3600000,124951.0,,3.0,868702,31298,900000,125452.0,,1.0,,,,,,,,,,,,,
2025-05-08T13:15:00.000-03:00:00,NE-MRBTS-690204,900,900,900,900,262.0,262.0,839409,47238,11900,351.0,60.0,56.0,198.0,84.0,36.0,668.0,92,14,315526,50032.0,,4.0,900000,50032.0,883069,11936.0,2024.0,513.0,588.0,294.0,167.0,1390.0,12.0,7.0,100.0,5.0,11912632,5.0,18831.0,66390,8126.0,,,,,4230392,3600000,90392.0,,3.0,873423,26577,900000,89900.0,,,,,,,,,,,,,,,
2025-05-08T13:30:00.000-03:00:00,NE-MRBTS-690204,900,900,900,900,237.0,237.0,838819,46816,11933,390.0,102.0,123.0,186.0,224.0,48.0,1359.0,92,15,334987,70361.0,,3.0,900000,70361.0,881349,11250.0,2020.0,515.0,718.0,544.0,299.0,3289.0,8.0,8.0,100.0,7.0,11824280,3.0,23902.0,65830,6357.0,,,,,4262984,3600000,122984.0,,2.0,884465,15535,900000,122979.0,,,,,,,,,,,,,,,
2025-05-08T14:00:00.000-03:00:00,NE-MRBTS-690204,900,900,900,900,267.0,267.0,838267,46812,11945,437.0,145.0,63.0,232.0,290.0,79.0,1730.0,92,15,345005,80727.0,,3.0,900000,80727.0,880375,11770.0,2164.0,617.0,921.0,491.0,381.0,3260.0,6.0,15.0,100.0,7.0,11838440,4.0,22699.0,65787,8849.0,,,,,4267838,3600000,127838.0,,3.0,882695,17305,900000,127834.0,,,,,,,,,,,,,,,
2025-05-08T14:15:00.000-03:00:00,NE-MRBTS-690204,900,900,900,900,249.0,249.0,840578,46859,11859,216.0,25.0,81.0,236.0,32.0,8.0,106.0,92,13,296440,32170.0,,2.0,900000,32170.0,871216,22006.0,3584.0,558.0,684.0,393.0,238.0,1272.0,2.0,47.0,100.0,7.0,11965008,3.0,22566.0,66286,14023.0,,,,,4266681,3600000,126681.0,,3.0,866874,33126,900000,126693.0,,,,,,,,,,,,,,,
2025-05-08T14:30:00.000-03:00:00,NE-MRBTS-690204,900,900,900,900,321.0,321.0,840088,47344,11844,278.0,79.0,26.0,150.0,52.0,13.0,126.0,92,13,298710,32578.0,,3.0,900000,32578.0,873143,21167.0,3610.0,577.0,438.0,189.0,92.0,780.0,1.0,3.0,95.0,6.0,12082296,1.0,13623.0,67897,19582.0,,1.0,,,4251781,3600000,111781.0,,3.0,852213,47787,900000,111791.0,1.0,,,,,,,,,,,,,,
2025-05-08T15:00:00.000-03:00:00,NE-MRBTS-690204,900,900,900,900,449.0,449.0,836934,48077,12086,547.0,120.0,61.0,181.0,171.0,49.0,1774.0,92,16,352870,85338.0,,4.0,900000,85338.0,881713,12489.0,2528.0,533.0,552.0,347.0,161.0,1659.0,6.0,12.0,100.0,6.0,11988920,8.0,15784.0,66877,16121.0,1.0,,,2.0,4238113,3600000,98113.0,,4.0,863885,36115,900000,98113.0,1.0,2.0,,,,,,,,,,,,,
2025-05-08T15:15:00.000-03:00:00,NE-MRBTS-690204,900,900,900,900,360.0,360.0,839147,47493,12080,572.0,104.0,48.0,127.0,70.0,31.0,328.0,92,14,313082,46478.0,,2.0,900000,46478.0,883361,11676.0,2317.0,450.0,591.0,348.0,172.0,1069.0,8.0,8.0,100.0,5.0,11953576,2.0,10904.0,66398,16647.0,2.0,,,1.0,4224089,3600000,84089.0,,3.0,868303,31697,900000,84105.0,2.0,1.0,,,,,,,,,,,,,
2025-05-08T15:30:00.000-03:00:00,NE-MRBTS-690204,900,900,900,900,519.0,519.0,839150,47798,12153,386.0,44.0,20.0,126.0,53.0,14.0,256.0,92,14,307719,40815.0,,2.0,900000,40815.0,884387,11951.0,2171.0,432.0,475.0,110.0,121.0,349.0,2.0,2.0,95.0,4.0,11980632,4.0,10043.0,66401,15367.0,,,,2.0,4208558,3600000,68558.0,,3.0,864921,35079,900000,68542.0,2.0,,,,,,,,,,,,,,
2025-05-08T16:00:00.000-03:00:00,NE-MRBTS-690204,900,900,900,900,285.0,285.0,838975,46800,11732,654.0,110.0,62.0,173.0,162.0,121.0,1211.0,92,15,326538,61790.0,,2.0,900000,61790.0,888294,8643.0,1607.0,282.0,192.0,105.0,75.0,796.0,4.0,2.0,95.0,3.0,11922272,1.0,13316.0,65036,6988.0,,,,,4197169,3600000,57169.0,,3.0,872216,27784,900000,57189.0,,,,,,,,,,,,,,,
2025-05-08T16:15:00.000-03:00:00,NE-MRBTS-690204,900,900,900,900,318.0,318.0,841026,46660,11724,157.0,28.0,20.0,123.0,45.0,20.0,197.0,92,13,288996,25062.0,,2.0,900000,25062.0,890582,6708.0,1128.0,227.0,469.0,210.0,117.0,553.0,4.0,2.0,95.0,3.0,11771280,,9361.0,64735,5681.0,,,,2.0,4189035,3600000,49035.0,,2.0,891090,8910,900000,49015.0,1.0,1.0,,,,,,,,,,,,,
2025-05-08T16:30:00.000-03:00:00,NE-MRBTS-690204,900,900,900,900,177.0,177.0,841499,46352,11524,200.0,39.0,29.0,61.0,54.0,21.0,221.0,92,13,283003,19803.0,,2.0,900000,19803.0,892474,4562.0,647.0,151.0,346.0,119.0,154.0,1544.0,1.0,2.0,100.0,3.0,11719808,,8585.0,64075,2566.0,,,,,4190881,3600000,50881.0,,2.0,897524,2476,900000,50896.0,,,,,,,,,,,,,,,
2025-05-06T15:00:00.000-03:00:00,NE-MRBTS-772601,900,900,900,900,377.0,377.0,819168,47743,12455,1184.0,375.0,428.0,618.0,709.0,1113.0,16207.0,100,35,780497,510587.0,,3.0,900000,510587.0,817894,63258.0,5810.0,2156.0,1750.0,1195.0,162.0,1275.0,507.0,5993.0,100.0,24.0,12760000,15.0,51803.0,81813,55733.0,6.0,,1.0,37.0,4574948,3600000,434948.0,1.0,3.0,767501,132499,900000,434165.0,20.0,24.0,,,,23.0,9.0,14.0,,,,,,,
2025-05-06T15:15:00.000-03:00:00,NE-MRBTS-772601,900,900,900,900,312.0,312.0,823751,48433,12611,1491.0,469.0,348.0,586.0,709.0,785.0,10817.0,100,28,640191,370459.0,,3.0,900000,370459.0,849415,24597.0,5790.0,2472.0,2864.0,2087.0,201.0,2082.0,936.0,9556.0,100.0,23.0,12348808,16.0,42255.0,77785,30182.0,7.0,1.0,1.0,2.0,4567930,3600000,427930.0,1.0,3.0,818736,81264,900000,427956.0,7.0,4.0,,1.0,1.0,,,2.0,,,,,,,
2025-05-06T15:30:00.000-03:00:00,NE-MRBTS-772601,900,900,900,900,337.0,337.0,790553,46558,12470,1723.0,805.0,739.0,1435.0,1615.0,2737.0,41365.0,100,66,1479993,1211253.0,1.0,4.0,900000,1211253.0,811246,28687.0,8150.0,3726.0,8943.0,9347.0,861.0,8724.0,2273.0,18043.0,100.0,49.0,12310768,38.0,113538.0,87053,32538.0,11.0,2.0,1.0,5.0,5049509,3600000,909509.0,1.0,3.0,823445,76555,900000,909734.0,9.0,10.0,2.0,,1.0,,2.0,1.0,2.0,2.0,,,,,
2025-05-06T16:00:00.000-03:00:00,NE-MRBTS-772601,900,900,900,900,372.0,372.0,622009,39419,11431,3364.0,1930.0,1984.0,3651.0,3624.0,11675.0,200913.0,100,255,5745781,5478129.0,4.0,5.0,900000,5478129.0,689792,83305.0,48185.0,16957.0,14115.0,10272.0,2141.0,9431.0,3984.0,21818.0,100.0,86.0,13723776,2718.0,301515.0,179647,143087.0,543.0,172.0,77.0,371.0,5733079,3600000,1593079.0,3.0,5.0,646626,253374,900000,1593039.0,811.0,352.0,37.0,58.0,33.0,179.0,160.0,147.0,11.0,10.0,6.0,,1.0,4.0,
2025-05-06T16:15:00.000-03:00:00,NE-MRBTS-772601,900,900,900,900,347.0,347.0,682455,40395,11440,2605.0,1115.0,1071.0,3319.0,3264.0,8565.0,145771.0,100,189,4248393,3980797.0,2.0,4.0,900000,3980797.0,807576,35426.0,8440.0,4331.0,7929.0,8322.0,905.0,7670.0,2995.0,16406.0,100.0,48.0,12365464,351.0,233452.0,110439,45175.0,33.0,7.0,5.0,3.0,5028325,3600000,888325.0,1.0,3.0,817320,82680,900000,888088.0,41.0,7.0,3.0,2.0,4.0,3.0,10.0,2.0,,,,,,,
2025-05-06T16:30:00.000-03:00:00,NE-MRBTS-772601,900,900,900,900,368.0,368.0,818283,48560,12986,1825.0,548.0,394.0,892.0,883.0,1070.0,14559.0,100,34,753879,483859.0,,3.0,900000,483859.0,837478,31721.0,6485.0,2887.0,5200.0,4760.0,652.0,4064.0,1309.0,5444.0,100.0,25.0,12342224,15.0,58115.0,79034,32636.0,6.0,17.0,17.0,34.0,4609745,3600000,469745.0,1.0,4.0,819722,80278,900000,469774.0,24.0,50.0,2.0,15.0,13.0,20.0,12.0,38.0,,,,,,,
