createAt,manageObject,M8008C4,M8008C5,M8008C8,M8008C9,M8008C17,M8008C18,M8008C1,M8008C3,M8008C0,M8008C47,M8008C48,M8008C6,M8008C7,M8008C10,M8008C11
2025-05-06T22:45:00.000-03:00:00,NE-MRBTS-414225,,,,,521,2103,,,,,,,,,
2025-05-06T23:00:00.000-03:00:00,NE-MRBTS-414225,,,,,53,76,,,,,,,,,
2025-05-06T23:15:00.000-03:00:00,NE-MRBTS-414225,,,,,231,1272,,,,,,,,,
2025-05-06T23:30:00.000-03:00:00,NE-MRBTS-414225,,,,,310,1027,,,,,,,,,
2025-05-06T23:45:00.000-03:00:00,NE-MRBTS-414225,,,,,101,499,,,,,,,,,
2025-05-07T00:00:00.000-03:00:00,NE-MRBTS-414225,,,,,54,90,,,,,,,,,
2025-05-07T00:15:00.000-03:00:00,NE-MRBTS-414225,,,,,169,499,,,,,,,,,
2025-05-07T00:30:00.000-03:00:00,NE-MRBTS-414225,,,,,89,491,,,,,,,,,
2025-05-07T00:45:00.000-03:00:00,NE-MRBTS-414225,,,,,81,96,,,,,,,,,
2025-05-07T01:00:00.000-03:00:00,NE-MRBTS-414225,,,,,180,819,,,,,,,,,
2025-05-07T01:15:00.000-03:00:00,NE-MRBTS-414225,,,,,127,488,,,,,,,,,
2025-05-07T01:30:00.000-03:00:00,NE-MRBTS-414225,,,,,41,56,,,,,,,,,
2025-05-07T01:45:00.000-03:00:00,NE-MRBTS-414225,,,,,324,964,,,,,,,,,
2025-05-07T02:00:00.000-03:00:00,NE-MRBTS-414225,,,,,60,66,,,,,,,,,
2025-05-07T02:15:00.000-03:00:00,NE-MRBTS-414225,,,,,624,1552,,,,,,,,,
2025-05-07T02:30:00.000-03:00:00,NE-MRBTS-414225,,,,,589,1677,,,,,,,,,
2025-05-07T02:45:00.000-03:00:00,NE-MRBTS-414225,,,,,298,1027,,,,,,,,,
2025-05-07T03:00:00.000-03:00:00,NE-MRBTS-414225,,,,,486,1430,,,,,,,,,
2025-05-07T03:15:00.000-03:00:00,NE-MRBTS-414225,,,,,248,843,,,,,,,,,
2025-05-07T03:45:00.000-03:00:00,NE-MRBTS-414225,,,,,40,40,,,,,,,,,
2025-05-07T04:00:00.000-03:00:00,NE-MRBTS-414225,,,,,99,802,,,,,,,,,
2025-05-07T04:15:00.000-03:00:00,NE-MRBTS-414225,,,,,717,2293,,,,,,,,,
2025-05-07T04:30:00.000-03:00:00,NE-MRBTS-414225,,,,,422,2475,,,,,,,,,
2025-05-08T10:00:00.000-03:00:00,NE-MRBTS-414225,,,,,80,314,2.0,2.0,,,,,,,
2025-05-08T10:15:00.000-03:00:00,NE-MRBTS-414225,,,,,212,1632,1.0,1.0,,,,,,,
2025-05-08T10:30:00.000-03:00:00,NE-MRBTS-414225,,,,,107,511,3.0,3.0,,,,,,,
2025-05-08T10:45:00.000-03:00:00,NE-MRBTS-414225,,,,,54,211,3.0,3.0,,,,,,,
2025-05-08T11:00:00.000-03:00:00,NE-MRBTS-414225,,,,,399,2017,1.0,1.0,,,,,,,
2025-05-08T11:15:00.000-03:00:00,NE-MRBTS-414225,,,,,47,91,3.0,3.0,,,,,,,
2025-05-08T11:30:00.000-03:00:00,NE-MRBTS-414225,,,,,89,802,2.0,2.0,,,,,,,
2025-05-08T11:45:00.000-03:00:00,NE-MRBTS-414225,,,,,299,2078,2.0,2.0,,,,,,,
2025-05-08T12:00:00.000-03:00:00,NE-MRBTS-414225,,,,,169,1023,4.0,4.0,,,,,,,
2025-05-08T12:15:00.000-03:00:00,NE-MRBTS-414225,1.0,,1.0,,617,2695,4.0,4.0,1.0,,,,,,
2025-05-08T12:30:00.000-03:00:00,NE-MRBTS-414225,1.0,1.0,1.0,1.0,248,2689,6.0,6.0,,,,,,,
2025-05-08T12:45:00.000-03:00:00,NE-MRBTS-414225,,,,,53,176,,,,,,,,,
2025-05-08T13:00:00.000-03:00:00,NE-MRBTS-414225,,,,,131,1052,6.0,6.0,,,,,,,
2025-05-08T13:15:00.000-03:00:00,NE-MRBTS-414225,,,,,64,156,1.0,1.0,,,,,,,
2025-05-08T13:30:00.000-03:00:00,NE-MRBTS-414225,,,,,129,532,3.0,3.0,,,,,,,
2025-05-08T13:45:00.000-03:00:00,NE-MRBTS-414225,,,,,297,852,1.0,1.0,,,,,,,
2025-05-08T14:00:00.000-03:00:00,NE-MRBTS-414225,,,,,64,202,1.0,1.0,,,,,,,
2025-05-08T14:15:00.000-03:00:00,NE-MRBTS-414225,,,,,908,2848,1.0,1.0,,,,,,,
2025-05-08T14:30:00.000-03:00:00,NE-MRBTS-414225,,,,,338,1333,1.0,1.0,,,,,,,
2025-05-08T14:45:00.000-03:00:00,NE-MRBTS-414225,,,,,58,183,,,,,,,,,
2025-05-08T15:00:00.000-03:00:00,NE-MRBTS-414225,,,,,474,2158,,,,,,,,,
2025-05-08T15:15:00.000-03:00:00,NE-MRBTS-414225,,,,,35,39,3.0,3.0,,,,,,,
2025-05-08T15:30:00.000-03:00:00,NE-MRBTS-414225,,,,,39,39,,,,,,,,,
2025-05-08T15:45:00.000-03:00:00,NE-MRBTS-414225,,,,,42,73,,,,,,,,,
2025-05-08T16:00:00.000-03:00:00,NE-MRBTS-414225,,,,,74,216,,,,,,,,,
2025-05-08T16:15:00.000-03:00:00,NE-MRBTS-414225,,,,,159,1050,1.0,1.0,,,,,,,
2025-05-08T16:30:00.000-03:00:00,NE-MRBTS-414225,,,,,39,39,,,,,,,,,
2025-05-06T14:00:00.000-04:00:00,NE-MRBTS-690501,9.0,4.0,8.0,3.0,30,71,3718.0,3447.0,5.0,,,1.0,1.0,11.0,1.0
2025-05-06T14:15:00.000-04:00:00,NE-MRBTS-690501,6.0,4.0,6.0,4.0,31,253,3376.0,3154.0,2.0,,,,,,
2025-05-06T14:30:00.000-04:00:00,NE-MRBTS-690501,17.0,5.0,13.0,1.0,32,379,3133.0,2936.0,4.0,,,4.0,4.0,,
2025-05-06T15:00:00.000-04:00:00,NE-MRBTS-690501,14.0,6.0,12.0,4.0,31,263,3524.0,3255.0,8.0,,,2.0,2.0,1.0,1.0
2025-05-06T15:15:00.000-04:00:00,NE-MRBTS-690501,8.0,6.0,7.0,5.0,34,275,3536.0,3247.0,2.0,,,1.0,1.0,,
2025-05-06T15:30:00.000-04:00:00,NE-MRBTS-690501,19.0,14.0,9.0,5.0,33,262,3563.0,3252.0,5.0,,,10.0,9.0,,
2025-05-06T16:00:00.000-04:00:00,NE-MRBTS-690501,9.0,8.0,4.0,3.0,33,974,3596.0,3312.0,,,,5.0,5.0,,
2025-05-06T16:15:00.000-04:00:00,NE-MRBTS-690501,8.0,6.0,3.0,1.0,30,62,3430.0,3194.0,2.0,,,5.0,5.0,,
2025-05-06T16:30:00.000-04:00:00,NE-MRBTS-690501,1.0,1.0,,,31,53,3344.0,3100.0,,,,1.0,1.0,,
2025-05-06T16:45:00.000-04:00:00,NE-MRBTS-690501,2.0,2.0,2.0,2.0,33,68,3301.0,3061.0,,,,,,,
2025-05-06T17:00:00.000-04:00:00,NE-MRBTS-690501,4.0,3.0,2.0,1.0,33,79,3261.0,3026.0,1.0,,,2.0,2.0,,
2025-05-06T17:15:00.000-04:00:00,NE-MRBTS-690501,1.0,1.0,,,30,58,3947.0,3610.0,,,,1.0,1.0,,
2025-05-06T17:30:00.000-04:00:00,NE-MRBTS-690501,,,,,31,53,3041.0,2844.0,,,,,,,
2025-05-06T17:45:00.000-04:00:00,NE-MRBTS-690501,3.0,3.0,2.0,2.0,32,50,2592.0,2432.0,,,,1.0,1.0,,
2025-05-06T18:00:00.000-04:00:00,NE-MRBTS-690501,1.0,1.0,1.0,1.0,32,82,2425.0,2267.0,,,,,,,
2025-05-06T18:15:00.000-04:00:00,NE-MRBTS-690501,,,,,32,58,2637.0,2442.0,,,,,,,
2025-05-06T18:30:00.000-04:00:00,NE-MRBTS-690501,,,,,32,54,2503.0,2332.0,,,,,,,
2025-05-06T18:45:00.000-04:00:00,NE-MRBTS-690501,5.0,4.0,2.0,1.0,37,253,2269.0,2142.0,1.0,,,3.0,3.0,1.0,1.0
2025-05-06T19:00:00.000-04:00:00,NE-MRBTS-690501,,,,,31,48,2317.0,2193.0,,,,,,,
2025-05-06T19:15:00.000-04:00:00,NE-MRBTS-690501,1.0,,1.0,,30,55,2355.0,2216.0,1.0,,,,,,
2025-05-06T19:30:00.000-04:00:00,NE-MRBTS-690501,29.0,18.0,26.0,15.0,30,73,2120.0,2019.0,10.0,,,3.0,3.0,3.0,3.0
2025-05-06T19:45:00.000-04:00:00,NE-MRBTS-690501,17.0,11.0,13.0,7.0,28,53,2253.0,2143.0,6.0,,,4.0,4.0,1.0,1.0
2025-05-06T20:00:00.000-04:00:00,NE-MRBTS-690501,9.0,6.0,4.0,1.0,29,85,2048.0,1963.0,3.0,,,5.0,5.0,,
2025-05-06T20:15:00.000-04:00:00,NE-MRBTS-690501,7.0,6.0,1.0,,30,55,2103.0,1992.0,1.0,,,6.0,6.0,1.0,1.0
2025-05-06T20:30:00.000-04:00:00,NE-MRBTS-690501,,,,,29,75,2403.0,2250.0,,,,,,,
2025-05-06T20:45:00.000-04:00:00,NE-MRBTS-690501,,,,,30,281,2134.0,1994.0,,,,,,,
2025-05-06T21:00:00.000-04:00:00,NE-MRBTS-690501,4.0,4.0,,,33,279,2112.0,1987.0,,,,4.0,4.0,1.0,1.0
2025-05-06T21:15:00.000-04:00:00,NE-MRBTS-690501,8.0,5.0,4.0,1.0,30,62,2008.0,1899.0,3.0,,,4.0,4.0,,
2025-05-06T21:30:00.000-04:00:00,NE-MRBTS-690501,9.0,8.0,1.0,,29,49,1743.0,1609.0,1.0,,,8.0,8.0,1.0,1.0
2025-05-06T21:45:00.000-04:00:00,NE-MRBTS-690501,4.0,2.0,2.0,,29,54,2306.0,2154.0,2.0,,,2.0,2.0,,
2025-05-06T22:00:00.000-04:00:00,NE-MRBTS-690501,9.0,8.0,3.0,2.0,29,49,2245.0,2111.0,1.0,,,6.0,6.0,,
2025-05-06T22:15:00.000-04:00:00,NE-MRBTS-690501,15.0,15.0,1.0,1.0,30,161,2143.0,2034.0,,,,14.0,14.0,2.0,1.0
2025-05-06T22:30:00.000-04:00:00,NE-MRBTS-690501,1.0,,1.0,,30,159,2352.0,2224.0,1.0,,,,,,
2025-05-06T22:45:00.000-04:00:00,NE-MRBTS-690501,4.0,4.0,,,29,50,2288.0,2193.0,,,,4.0,4.0,,
2025-05-06T23:00:00.000-04:00:00,NE-MRBTS-690501,6.0,6.0,1.0,1.0,30,48,2197.0,2096.0,,,,5.0,5.0,,
2025-05-06T23:15:00.000-04:00:00,NE-MRBTS-690501,7.0,6.0,2.0,1.0,30,55,1986.0,1911.0,1.0,,,5.0,5.0,,
2025-05-06T23:30:00.000-04:00:00,NE-MRBTS-690501,,,,,30,61,1995.0,1907.0,,,,,,,
2025-05-06T23:45:00.000-04:00:00,NE-MRBTS-690501,7.0,5.0,2.0,,30,61,2019.0,1949.0,2.0,,,5.0,5.0,41.0,
2025-05-07T00:00:00.000-04:00:00,NE-MRBTS-690501,3.0,2.0,2.0,1.0,28,49,1983.0,1903.0,1.0,,,1.0,1.0,,
2025-05-07T00:15:00.000-04:00:00,NE-MRBTS-690501,6.0,6.0,,,29,44,1937.0,1859.0,,,,6.0,6.0,,
2025-05-07T00:30:00.000-04:00:00,NE-MRBTS-690501,7.0,4.0,6.0,3.0,29,77,1936.0,1840.0,3.0,,,1.0,1.0,3.0,1.0
2025-05-07T00:45:00.000-04:00:00,NE-MRBTS-690501,2.0,1.0,1.0,,28,53,2129.0,2006.0,1.0,,,1.0,1.0,,
2025-05-07T01:00:00.000-04:00:00,NE-MRBTS-690501,4.0,4.0,,,29,51,1936.0,1860.0,,,,4.0,4.0,1.0,1.0
2025-05-07T01:15:00.000-04:00:00,NE-MRBTS-690501,1.0,1.0,,,28,52,2114.0,2013.0,,,,1.0,1.0,,
2025-05-07T01:30:00.000-04:00:00,NE-MRBTS-690501,1.0,1.0,,,28,47,2029.0,1915.0,,,,1.0,1.0,,
2025-05-07T01:45:00.000-04:00:00,NE-MRBTS-690501,8.0,6.0,2.0,,29,46,1800.0,1723.0,2.0,,,6.0,6.0,1.0,1.0
2025-05-07T02:00:00.000-04:00:00,NE-MRBTS-690501,3.0,2.0,1.0,,30,132,1955.0,1867.0,1.0,,,2.0,2.0,1.0,1.0
2025-05-07T02:15:00.000-04:00:00,NE-MRBTS-690501,1.0,1.0,,,30,58,1949.0,1857.0,,,,1.0,1.0,1.0,1.0
2025-05-07T02:30:00.000-04:00:00,NE-MRBTS-690501,,,,,30,48,1970.0,1880.0,,,,,,,
2025-05-07T02:45:00.000-04:00:00,NE-MRBTS-690501,1.0,,1.0,,29,47,1963.0,1870.0,1.0,,,,,,
2025-05-07T03:00:00.000-04:00:00,NE-MRBTS-690501,,,,,29,47,1929.0,1856.0,,,,,,,
2025-05-07T03:15:00.000-04:00:00,NE-MRBTS-690501,1.0,,1.0,,28,45,1896.0,1812.0,1.0,,,,,,
2025-05-07T03:30:00.000-04:00:00,NE-MRBTS-690501,,,,,29,61,1807.0,1732.0,,,,,,,
2025-05-07T04:00:00.000-04:00:00,NE-MRBTS-690501,,,,,28,52,1738.0,1663.0,,,,,,,
2025-05-07T04:15:00.000-04:00:00,NE-MRBTS-690501,,,,,27,45,1899.0,1817.0,,,,,,,
2025-05-07T04:30:00.000-04:00:00,NE-MRBTS-690501,1.0,,1.0,,30,51,1923.0,1839.0,1.0,,,,,,
2025-05-07T05:00:00.000-04:00:00,NE-MRBTS-690501,,,,,30,56,2021.0,1935.0,,,,,,,
2025-05-07T05:15:00.000-04:00:00,NE-MRBTS-690501,,,,,35,1157,2029.0,1910.0,,,,,,,
2025-05-07T05:30:00.000-04:00:00,NE-MRBTS-690501,,,,,28,45,2267.0,2125.0,,,,,,,
2025-05-07T06:00:00.000-04:00:00,NE-MRBTS-690501,,,,,30,79,2508.0,2373.0,,,,,,,
2025-05-07T06:15:00.000-04:00:00,NE-MRBTS-690501,,,,,28,56,2892.0,2710.0,,,,,,,
2025-05-07T06:30:00.000-04:00:00,NE-MRBTS-690501,2.0,1.0,1.0,,29,81,2954.0,2774.0,1.0,,,1.0,1.0,,
2025-05-07T07:00:00.000-04:00:00,NE-MRBTS-690501,2.0,1.0,2.0,1.0,37,1157,2942.0,2772.0,1.0,,,,,,
2025-05-07T07:15:00.000-04:00:00,NE-MRBTS-690501,2.0,1.0,2.0,1.0,30,127,3214.0,3003.0,1.0,,,,,,
2025-05-07T07:30:00.000-04:00:00,NE-MRBTS-690501,2.0,1.0,2.0,1.0,31,69,3619.0,3289.0,1.0,,,,,,
2025-05-07T08:00:00.000-04:00:00,NE-MRBTS-690501,4.0,3.0,3.0,2.0,36,1556,2933.0,2760.0,1.0,,,1.0,1.0,,
2025-05-07T08:15:00.000-04:00:00,NE-MRBTS-690501,10.0,8.0,4.0,2.0,34,281,3110.0,2900.0,2.0,,,6.0,6.0,,
2025-05-07T08:30:00.000-04:00:00,NE-MRBTS-690501,24.0,18.0,9.0,3.0,40,1996,3653.0,3374.0,4.0,,,15.0,15.0,,
2025-05-07T09:00:00.000-04:00:00,NE-MRBTS-690501,4.0,2.0,3.0,1.0,30,61,3227.0,2986.0,2.0,,,1.0,1.0,,
2025-05-07T09:15:00.000-04:00:00,NE-MRBTS-690501,11.0,7.0,7.0,3.0,29,58,3502.0,3214.0,4.0,,,4.0,4.0,,
2025-05-07T09:30:00.000-04:00:00,NE-MRBTS-690501,13.0,9.0,7.0,3.0,33,421,3424.0,3163.0,4.0,,,6.0,6.0,1.0,1.0
2025-05-07T10:00:00.000-04:00:00,NE-MRBTS-690501,14.0,11.0,6.0,3.0,29,93,3076.0,2857.0,3.0,,,8.0,8.0,1.0,1.0
2025-05-07T10:15:00.000-04:00:00,NE-MRBTS-690501,15.0,13.0,6.0,4.0,29,124,3147.0,2900.0,2.0,,,9.0,9.0,1.0,1.0
2025-05-07T10:30:00.000-04:00:00,NE-MRBTS-690501,8.0,8.0,2.0,2.0,29,189,2955.0,2761.0,,,,6.0,6.0,1.0,1.0
2025-05-07T11:00:00.000-04:00:00,NE-MRBTS-690501,4.0,3.0,3.0,2.0,28,52,2650.0,2502.0,1.0,,,1.0,1.0,,
2025-05-07T11:15:00.000-04:00:00,NE-MRBTS-690501,9.0,7.0,4.0,2.0,28,160,2994.0,2804.0,2.0,,,5.0,5.0,,
2025-05-07T11:30:00.000-04:00:00,NE-MRBTS-690501,15.0,12.0,4.0,1.0,28,57,3039.0,2856.0,3.0,,,11.0,11.0,,
2025-05-07T12:00:00.000-04:00:00,NE-MRBTS-690501,12.0,12.0,2.0,2.0,28,82,2611.0,2485.0,,,,10.0,10.0,4.0,1.0
2025-05-07T12:15:00.000-04:00:00,NE-MRBTS-690501,17.0,13.0,13.0,9.0,28,57,2868.0,2720.0,3.0,,,4.0,4.0,1.0,1.0
2025-05-07T12:30:00.000-04:00:00,NE-MRBTS-690501,34.0,31.0,29.0,26.0,31,761,2833.0,2655.0,3.0,,,5.0,5.0,2.0,2.0
2025-05-07T13:00:00.000-04:00:00,NE-MRBTS-690501,5.0,4.0,3.0,2.0,28,61,2822.0,2660.0,1.0,,,2.0,2.0,,
2025-05-07T13:15:00.000-04:00:00,NE-MRBTS-690501,5.0,3.0,3.0,1.0,28,236,3240.0,3021.0,2.0,,,2.0,2.0,1.0,1.0
2025-05-07T13:30:00.000-04:00:00,NE-MRBTS-690501,16.0,13.0,4.0,2.0,29,189,3278.0,3071.0,3.0,,,12.0,11.0,1.0,1.0
2025-05-07T14:00:00.000-04:00:00,NE-MRBTS-690501,15.0,8.0,14.0,7.0,34,1063,3079.0,2861.0,3.0,,,1.0,1.0,,
2025-05-07T14:15:00.000-04:00:00,NE-MRBTS-690501,3.0,2.0,1.0,1.0,29,60,3222.0,3003.0,1.0,,,2.0,1.0,,
2025-05-07T14:30:00.000-04:00:00,NE-MRBTS-690501,8.0,6.0,3.0,1.0,36,466,3210.0,2972.0,2.0,,,5.0,5.0,1.0,1.0
