createAt,manageObject,M8008C4,M8008C5,M8008C8,M8008C9,M8008C17,M8008C18,M8008C1,M8008C3,M8008C0,M8008C47,M8008C48,M8008C6,M8008C7,M8008C10,M8008C11
2025-05-08T07:30:00.000-03:00:00,NE-MRBTS-341601,21.0,13.0,21.0,13.0,54,2691,2887.0,2734.0,8.0,70.0,174.0,,,,
2025-05-08T08:00:00.000-03:00:00,NE-MRBTS-341601,5.0,2.0,5.0,2.0,50,2750,2999.0,2800.0,3.0,,,,,,
2025-05-08T08:15:00.000-03:00:00,NE-MRBTS-341601,12.0,8.0,12.0,8.0,48,2041,3223.0,3001.0,4.0,,,,,,
2025-05-08T08:30:00.000-03:00:00,NE-MRBTS-341601,25.0,19.0,25.0,19.0,49,2351,3631.0,3333.0,5.0,34.0,37.0,,,,
2025-05-08T09:00:00.000-03:00:00,NE-MRBTS-341601,6.0,6.0,6.0,6.0,48,2668,3417.0,3185.0,,,,,,,
2025-05-08T09:15:00.000-03:00:00,NE-MRBTS-341601,10.0,5.0,10.0,5.0,45,1650,3317.0,3087.0,5.0,,,,,,
2025-05-08T09:30:00.000-03:00:00,NE-MRBTS-341601,9.0,5.0,9.0,5.0,46,1615,3437.0,3199.0,4.0,38.0,38.0,,,,
2025-05-08T10:00:00.000-03:00:00,NE-MRBTS-341601,8.0,5.0,8.0,5.0,43,1448,3416.0,3141.0,3.0,60.0,60.0,,,,
2025-05-08T10:15:00.000-03:00:00,NE-MRBTS-341601,13.0,8.0,13.0,8.0,48,2456,3189.0,2969.0,5.0,33.0,34.0,,,,
2025-05-08T10:30:00.000-03:00:00,NE-MRBTS-341601,7.0,5.0,7.0,5.0,44,1892,3343.0,3127.0,2.0,30.0,31.0,,,,
2025-05-08T11:00:00.000-03:00:00,NE-MRBTS-341601,17.0,12.0,17.0,12.0,41,1753,3131.0,2926.0,5.0,31.0,32.0,,,,
2025-05-08T11:15:00.000-03:00:00,NE-MRBTS-341601,26.0,17.0,26.0,17.0,41,2390,2983.0,2770.0,9.0,34.0,37.0,,,,
2025-05-08T11:30:00.000-03:00:00,NE-MRBTS-341601,11.0,5.0,11.0,5.0,42,2006,3215.0,3007.0,6.0,34.0,35.0,,,,
2025-05-08T12:00:00.000-03:00:00,NE-MRBTS-341601,10.0,3.0,9.0,2.0,40,1560,3017.0,2844.0,7.0,31.0,35.0,1.0,1.0,,
2025-05-08T12:15:00.000-03:00:00,NE-MRBTS-341601,17.0,8.0,17.0,8.0,42,1262,2891.0,2711.0,7.0,33.0,37.0,,,,
2025-05-08T12:30:00.000-03:00:00,NE-MRBTS-341601,3.0,1.0,3.0,1.0,40,524,2816.0,2632.0,1.0,,,,,,
2025-05-08T13:00:00.000-03:00:00,NE-MRBTS-341601,4.0,1.0,4.0,1.0,41,855,2862.0,2669.0,3.0,,,,,,
2025-05-08T13:15:00.000-03:00:00,NE-MRBTS-341601,7.0,4.0,5.0,3.0,45,2503,2843.0,2683.0,3.0,,,2.0,1.0,,
2025-05-08T13:30:00.000-03:00:00,NE-MRBTS-341601,9.0,3.0,9.0,3.0,43,1812,2808.0,2602.0,6.0,,,,,,
2025-05-08T14:00:00.000-03:00:00,NE-MRBTS-341601,7.0,3.0,7.0,3.0,40,993,3266.0,3063.0,3.0,,,,,,
2025-05-08T14:15:00.000-03:00:00,NE-MRBTS-341601,6.0,4.0,6.0,4.0,45,2696,3106.0,2902.0,2.0,,,,,,
2025-05-08T14:30:00.000-03:00:00,NE-MRBTS-341601,14.0,10.0,13.0,10.0,39,1622,3161.0,2932.0,4.0,,,1.0,,,
2025-05-08T15:00:00.000-03:00:00,NE-MRBTS-341601,8.0,5.0,8.0,5.0,41,1459,3562.0,3291.0,3.0,,,,,,
2025-05-08T15:15:00.000-03:00:00,NE-MRBTS-341601,21.0,16.0,21.0,16.0,42,2400,3672.0,3393.0,5.0,,,,,,
2025-05-08T15:30:00.000-03:00:00,NE-MRBTS-341601,13.0,10.0,13.0,10.0,45,2710,3498.0,3274.0,3.0,,,,,,
2025-05-08T16:00:00.000-03:00:00,NE-MRBTS-341601,16.0,11.0,15.0,10.0,43,986,3338.0,3111.0,5.0,,,1.0,1.0,,
2025-05-08T16:15:00.000-03:00:00,NE-MRBTS-341601,15.0,9.0,15.0,9.0,39,733,2915.0,2711.0,6.0,42.0,52.0,,,,
2025-05-08T16:30:00.000-03:00:00,NE-MRBTS-341601,5.0,2.0,5.0,2.0,51,2091,2589.0,2396.0,3.0,42.0,49.0,,,,
2025-05-06T15:00:00.000-03:00:00,NE-MRBTS-621901,16.0,16.0,16.0,16.0,44,1067,3725.0,3435.0,,,,,,,
2025-05-06T15:15:00.000-03:00:00,NE-MRBTS-621901,19.0,19.0,19.0,19.0,42,912,3376.0,3155.0,,,,,,,
2025-05-06T15:30:00.000-03:00:00,NE-MRBTS-621901,16.0,16.0,16.0,16.0,51,2229,3133.0,2929.0,,,,,,,
2025-05-06T16:00:00.000-03:00:00,NE-MRBTS-621901,18.0,18.0,18.0,18.0,41,530,3525.0,3247.0,,,,,,,
2025-05-06T16:15:00.000-03:00:00,NE-MRBTS-621901,,,,,46,2260,3533.0,3274.0,,44.0,60.0,,,,
2025-05-06T16:30:00.000-03:00:00,NE-MRBTS-621901,2.0,2.0,2.0,2.0,41,306,3566.0,3264.0,,,,,,,
2025-05-06T17:00:00.000-03:00:00,NE-MRBTS-621901,1.0,1.0,1.0,1.0,45,1645,3598.0,3306.0,,,,,,,
2025-05-06T17:15:00.000-03:00:00,NE-MRBTS-621901,8.0,8.0,8.0,8.0,44,762,3427.0,3166.0,,,,,,,
2025-05-06T17:30:00.000-03:00:00,NE-MRBTS-621901,2.0,2.0,2.0,2.0,49,1129,3345.0,3105.0,,,,,,,
2025-05-06T18:00:00.000-03:00:00,NE-MRBTS-621901,4.0,4.0,4.0,4.0,42,443,3259.0,3043.0,,,,,,,
2025-05-06T18:15:00.000-03:00:00,NE-MRBTS-621901,9.0,8.0,9.0,8.0,41,630,3946.0,3645.0,1.0,,,,,,
2025-05-06T18:30:00.000-03:00:00,NE-MRBTS-621901,2.0,2.0,2.0,2.0,48,2503,3045.0,2839.0,,,,,,,
2025-05-06T19:00:00.000-03:00:00,NE-MRBTS-621901,21.0,21.0,21.0,21.0,38,496,2426.0,2272.0,,,,,,,
2025-05-06T19:15:00.000-03:00:00,NE-MRBTS-621901,17.0,17.0,17.0,17.0,47,1083,2637.0,2440.0,,,,,,,
2025-05-06T19:30:00.000-03:00:00,NE-MRBTS-621901,15.0,14.0,15.0,14.0,39,944,2505.0,2322.0,1.0,,,,,,
2025-05-06T20:00:00.000-03:00:00,NE-MRBTS-621901,14.0,14.0,14.0,14.0,39,474,2316.0,2188.0,,,,,,,
2025-05-06T20:15:00.000-03:00:00,NE-MRBTS-621901,21.0,21.0,21.0,21.0,44,1027,2360.0,2219.0,,,,,,,
2025-05-06T20:30:00.000-03:00:00,NE-MRBTS-621901,18.0,18.0,18.0,18.0,45,449,2115.0,2009.0,,,,,,,
2025-05-06T21:00:00.000-03:00:00,NE-MRBTS-621901,22.0,22.0,22.0,22.0,52,1709,2046.0,1961.0,,,,,,,
2025-05-06T21:15:00.000-03:00:00,NE-MRBTS-621901,,,,,40,292,2103.0,2002.0,,,,,,,
2025-05-06T21:30:00.000-03:00:00,NE-MRBTS-621901,4.0,4.0,4.0,4.0,40,291,2406.0,2255.0,,,,,,,
2025-05-06T22:00:00.000-03:00:00,NE-MRBTS-621901,17.0,17.0,17.0,17.0,45,732,2114.0,2001.0,,,,,,,
2025-05-06T22:15:00.000-03:00:00,NE-MRBTS-621901,15.0,15.0,15.0,15.0,41,534,2006.0,1902.0,,,,,,,
2025-05-06T22:30:00.000-03:00:00,NE-MRBTS-621901,11.0,10.0,11.0,10.0,52,2950,1740.0,1611.0,1.0,,,,,,
2025-05-06T23:00:00.000-03:00:00,NE-MRBTS-621901,15.0,15.0,15.0,15.0,48,1369,2247.0,2109.0,,,,,,,
2025-05-06T23:15:00.000-03:00:00,NE-MRBTS-621901,15.0,15.0,15.0,15.0,39,975,2141.0,2037.0,,,,,,,
2025-05-06T23:30:00.000-03:00:00,NE-MRBTS-621901,17.0,17.0,17.0,17.0,40,830,2353.0,2224.0,,,,,,,
2025-05-07T00:00:00.000-03:00:00,NE-MRBTS-621901,,,,,43,505,2196.0,2093.0,,,,,,,
2025-05-07T00:15:00.000-03:00:00,NE-MRBTS-621901,,,,,48,1914,1987.0,1918.0,,,,,,,
2025-05-07T00:30:00.000-03:00:00,NE-MRBTS-621901,1.0,,1.0,,41,616,1995.0,1909.0,1.0,,,,,,
2025-05-07T01:00:00.000-03:00:00,NE-MRBTS-621901,,,,,45,525,1986.0,1911.0,,,,,,,
2025-05-07T01:15:00.000-03:00:00,NE-MRBTS-621901,,,,,44,771,1939.0,1858.0,,,,,,,
2025-05-07T01:30:00.000-03:00:00,NE-MRBTS-621901,,,,,38,260,1936.0,1853.0,,,,,,,
2025-05-07T02:00:00.000-03:00:00,NE-MRBTS-621901,1.0,,1.0,,38,238,1940.0,1872.0,1.0,,,,,,
2025-05-07T02:15:00.000-03:00:00,NE-MRBTS-621901,,,,,44,469,2113.0,2012.0,,,,,,,
2025-05-07T02:30:00.000-03:00:00,NE-MRBTS-621901,1.0,1.0,1.0,1.0,49,1838,2029.0,1911.0,,,,,,,
2025-05-07T03:00:00.000-03:00:00,NE-MRBTS-621901,,,,,41,279,1957.0,1870.0,,,,,,,
2025-05-07T03:15:00.000-03:00:00,NE-MRBTS-621901,,,,,40,495,1947.0,1854.0,,,,,,,
2025-05-07T03:30:00.000-03:00:00,NE-MRBTS-621901,,,,,55,1710,1974.0,1877.0,,,,,,,
2025-05-07T04:00:00.000-03:00:00,NE-MRBTS-621901,6.0,5.0,6.0,5.0,42,858,1935.0,1871.0,1.0,,,,,,
2025-05-07T04:15:00.000-03:00:00,NE-MRBTS-621901,,,,,46,471,1895.0,1816.0,,,,,,,
2025-05-07T04:30:00.000-03:00:00,NE-MRBTS-621901,,,,,55,1067,1809.0,1743.0,,,,,,,
2025-05-07T05:00:00.000-03:00:00,NE-MRBTS-621901,,,,,49,463,1738.0,1662.0,,,,,,,
2025-05-07T05:15:00.000-03:00:00,NE-MRBTS-621901,,,,,47,560,1899.0,1832.0,,,,,,,
2025-05-07T05:30:00.000-03:00:00,NE-MRBTS-621901,,,,,57,1544,1918.0,1811.0,,,,,,,
2025-05-07T06:00:00.000-03:00:00,NE-MRBTS-621901,,,,,53,1544,2022.0,1936.0,,,,,,,
2025-05-07T06:15:00.000-03:00:00,NE-MRBTS-621901,,,,,52,773,2025.0,1910.0,,,,,,,
2025-05-07T06:30:00.000-03:00:00,NE-MRBTS-621901,,,,,45,761,2272.0,2129.0,,,,,,,
2025-05-07T07:00:00.000-03:00:00,NE-MRBTS-621901,4.0,4.0,4.0,4.0,46,1828,2507.0,2367.0,,,,,,,
2025-05-07T07:15:00.000-03:00:00,NE-MRBTS-621901,15.0,15.0,15.0,15.0,43,837,2891.0,2707.0,,,,,,,
2025-05-07T07:30:00.000-03:00:00,NE-MRBTS-621901,22.0,22.0,22.0,22.0,44,2283,2956.0,2777.0,,,,,,,
2025-05-07T08:00:00.000-03:00:00,NE-MRBTS-621901,4.0,4.0,4.0,4.0,44,1154,2947.0,2755.0,,,,,,,
2025-05-07T08:15:00.000-03:00:00,NE-MRBTS-621901,1.0,,1.0,,43,894,3215.0,2983.0,1.0,,,,,,
2025-05-07T08:30:00.000-03:00:00,NE-MRBTS-621901,,,,,43,574,3617.0,3300.0,,,,,,,
2025-05-07T09:00:00.000-03:00:00,NE-MRBTS-621901,,,,,43,1388,2933.0,2745.0,,,,,,,
2025-05-07T09:15:00.000-03:00:00,NE-MRBTS-621901,1.0,1.0,1.0,1.0,42,968,3112.0,2888.0,,,,,,,
2025-05-07T09:30:00.000-03:00:00,NE-MRBTS-621901,,,,,52,2061,3652.0,3385.0,,,,,,,
2025-05-07T10:00:00.000-03:00:00,NE-MRBTS-621901,,,,,46,1517,3228.0,2982.0,,,,,,,
2025-05-07T10:15:00.000-03:00:00,NE-MRBTS-621901,4.0,4.0,4.0,4.0,47,1168,3502.0,3222.0,,,,,,,
2025-05-07T10:30:00.000-03:00:00,NE-MRBTS-621901,,,,,43,495,3424.0,3177.0,,,,,,,
2025-05-07T11:00:00.000-03:00:00,NE-MRBTS-621901,,,,,42,1229,3077.0,2862.0,,,,,,,
2025-05-07T11:15:00.000-03:00:00,NE-MRBTS-621901,,,,,44,1307,3150.0,2913.0,,,,,,,
2025-05-07T11:30:00.000-03:00:00,NE-MRBTS-621901,,,,,43,911,2951.0,2745.0,,,,,,,
2025-05-07T12:00:00.000-03:00:00,NE-MRBTS-621901,,,,,55,1289,2653.0,2499.0,,,,,,,
2025-05-07T12:15:00.000-03:00:00,NE-MRBTS-621901,,,,,47,1595,2992.0,2806.0,,,,,,,
2025-05-07T12:30:00.000-03:00:00,NE-MRBTS-621901,,,,,49,1972,3037.0,2851.0,,,,,,,
2025-05-07T13:00:00.000-03:00:00,NE-MRBTS-621901,,,,,44,568,2607.0,2483.0,,,,,,,
2025-05-07T13:15:00.000-03:00:00,NE-MRBTS-621901,,,,,46,2209,2869.0,2717.0,,,,,,,
2025-05-07T13:30:00.000-03:00:00,NE-MRBTS-621901,,,,,42,992,2837.0,2614.0,,,,,,,
2025-05-07T14:00:00.000-03:00:00,NE-MRBTS-621901,,,,,44,561,2823.0,2665.0,,,,,,,
2025-05-07T14:15:00.000-03:00:00,NE-MRBTS-621901,,,,,46,640,3241.0,3008.0,,,,,,,
2025-05-07T14:30:00.000-03:00:00,NE-MRBTS-621901,,,,,54,2513,3276.0,3065.0,,,,,,,
2025-05-07T15:00:00.000-03:00:00,NE-MRBTS-621901,,,,,52,1022,3080.0,2880.0,,,,,,,
2025-05-07T15:15:00.000-03:00:00,NE-MRBTS-621901,,,,,48,2055,3221.0,3018.0,,,,,,,
2025-05-07T15:30:00.000-03:00:00,NE-MRBTS-621901,,,,,42,1162,3210.0,2994.0,,,,,,,
2025-05-07T16:00:00.000-03:00:00,NE-MRBTS-621901,,,,,42,895,3300.0,3091.0,,,,,,,
2025-05-07T16:15:00.000-03:00:00,NE-MRBTS-621901,,,,,47,1819,3168.0,2939.0,,,,,,,
2025-05-07T16:30:00.000-03:00:00,NE-MRBTS-621901,,,,,42,2165,4263.0,3847.0,,,,,,,
2025-05-07T17:00:00.000-03:00:00,NE-MRBTS-621901,,,,,45,1833,2745.0,2570.0,,,,,,,
2025-05-07T17:15:00.000-03:00:00,NE-MRBTS-621901,,,,,45,1946,2957.0,2786.0,,,,,,,
2025-05-07T17:30:00.000-03:00:00,NE-MRBTS-621901,,,,,48,1603,3216.0,2999.0,,,,,,,
2025-05-07T18:00:00.000-03:00:00,NE-MRBTS-621901,1.0,,1.0,,42,1734,3107.0,2897.0,1.0,,,,,,
2025-05-07T18:15:00.000-03:00:00,NE-MRBTS-621901,,,,,54,2108,3660.0,3365.0,,,,,,,
2025-05-07T18:30:00.000-03:00:00,NE-MRBTS-621901,,,,,51,1821,3077.0,2842.0,,,,,,,
2025-05-07T19:00:00.000-03:00:00,NE-MRBTS-621901,8.0,8.0,8.0,8.0,40,512,2504.0,2360.0,,,,,,,
2025-05-07T19:15:00.000-03:00:00,NE-MRBTS-621901,10.0,10.0,10.0,10.0,38,342,2547.0,2410.0,,,,,,,
2025-05-07T19:30:00.000-03:00:00,NE-MRBTS-621901,,,,,40,463,2464.0,2343.0,,,,,,,
2025-05-07T20:00:00.000-03:00:00,NE-MRBTS-621901,6.0,6.0,6.0,6.0,41,702,2313.0,2216.0,,,,,,,
2025-05-07T20:15:00.000-03:00:00,NE-MRBTS-621901,,,,,50,2914,2212.0,2096.0,,,,,,,
2025-05-07T20:30:00.000-03:00:00,NE-MRBTS-621901,4.0,4.0,4.0,4.0,52,1655,2045.0,1953.0,,,,,,,
2025-05-07T21:00:00.000-03:00:00,NE-MRBTS-621901,,,,,69,2672,2046.0,1942.0,,,,,,,
2025-05-07T21:15:00.000-03:00:00,NE-MRBTS-621901,,,,,64,2254,2114.0,2033.0,,,,,,,
2025-05-07T21:30:00.000-03:00:00,NE-MRBTS-621901,,,,,41,511,1652.0,1584.0,,,,,,,
2025-05-07T22:00:00.000-03:00:00,NE-MRBTS-621901,,,,,41,790,2129.0,2018.0,,,,,,,
2025-05-07T22:15:00.000-03:00:00,NE-MRBTS-621901,,,,,47,2187,2274.0,2136.0,,,,,,,
2025-05-07T22:30:00.000-03:00:00,NE-MRBTS-621901,,,,,49,3003,1812.0,1745.0,,,,,,,
2025-05-07T23:00:00.000-03:00:00,NE-MRBTS-621901,1.0,1.0,1.0,1.0,40,915,2178.0,2063.0,,,,,,,
2025-05-07T23:15:00.000-03:00:00,NE-MRBTS-621901,,,,,53,2787,2159.0,2046.0,,,,,,,
2025-05-07T23:30:00.000-03:00:00,NE-MRBTS-621901,,,,,45,1609,2215.0,2082.0,,,,,,,
2025-05-08T00:00:00.000-03:00:00,NE-MRBTS-621901,,,,,50,1007,2137.0,2027.0,,,,,,,
2025-05-08T00:15:00.000-03:00:00,NE-MRBTS-621901,,,,,40,305,2308.0,2191.0,,,,,,,
2025-05-08T00:30:00.000-03:00:00,NE-MRBTS-621901,,,,,39,475,2334.0,2200.0,,,,,,,
2025-05-08T01:00:00.000-03:00:00,NE-MRBTS-621901,,,,,44,2229,2304.0,2169.0,,,,,,,
2025-05-08T01:15:00.000-03:00:00,NE-MRBTS-621901,,,,,43,1737,2235.0,2117.0,,,,,,,
2025-05-08T01:30:00.000-03:00:00,NE-MRBTS-621901,,,,,45,1408,2116.0,1999.0,,,,,,,
2025-05-08T02:00:00.000-03:00:00,NE-MRBTS-621901,,,,,47,1672,1934.0,1837.0,,,,,,,
2025-05-08T02:15:00.000-03:00:00,NE-MRBTS-621901,,,,,41,694,1836.0,1756.0,,,,,,,
2025-05-08T02:30:00.000-03:00:00,NE-MRBTS-621901,,,,,40,434,1940.0,1833.0,,,,,,,
2025-05-08T03:00:00.000-03:00:00,NE-MRBTS-621901,,,,,42,295,1769.0,1679.0,,,,,,,
2025-05-08T03:15:00.000-03:00:00,NE-MRBTS-621901,,,,,53,1548,1959.0,1869.0,,,,,,,
2025-05-08T03:30:00.000-03:00:00,NE-MRBTS-621901,,,,,57,789,1857.0,1797.0,,,,,,,
2025-05-08T04:00:00.000-03:00:00,NE-MRBTS-621901,,,,,47,525,2006.0,1938.0,,,,,,,
2025-05-08T04:15:00.000-03:00:00,NE-MRBTS-621901,,,,,61,1213,2009.0,1907.0,,,,,,,
2025-05-08T04:30:00.000-03:00:00,NE-MRBTS-621901,,,,,47,432,1937.0,1864.0,,,,,,,
2025-05-08T05:00:00.000-03:00:00,NE-MRBTS-621901,,,,,52,562,1961.0,1893.0,,,,,,,
2025-05-08T05:15:00.000-03:00:00,NE-MRBTS-621901,,,,,50,455,2061.0,1979.0,,,,,,,
2025-05-08T05:30:00.000-03:00:00,NE-MRBTS-621901,,,,,41,242,2062.0,1959.0,,,,,,,
2025-05-08T06:00:00.000-03:00:00,NE-MRBTS-621901,1.0,1.0,1.0,1.0,45,444,1903.0,1840.0,,,,,,,
2025-05-08T06:15:00.000-03:00:00,NE-MRBTS-621901,17.0,17.0,17.0,17.0,53,1175,2044.0,1964.0,,,,,,,
2025-05-08T06:30:00.000-03:00:00,NE-MRBTS-621901,,,,,54,2834,2168.0,2045.0,,,,,,,
2025-05-08T07:00:00.000-03:00:00,NE-MRBTS-621901,12.0,11.0,12.0,11.0,41,499,2761.0,2623.0,1.0,,,,,,
2025-05-08T07:15:00.000-03:00:00,NE-MRBTS-621901,55.0,49.0,55.0,49.0,46,981,2752.0,2605.0,6.0,,,,,,
2025-05-08T07:30:00.000-03:00:00,NE-MRBTS-621901,71.0,70.0,71.0,70.0,40,485,2882.0,2724.0,1.0,,,,,,
2025-05-08T08:00:00.000-03:00:00,NE-MRBTS-621901,39.0,38.0,39.0,38.0,41,658,3000.0,2795.0,1.0,,,,,,
2025-05-08T08:15:00.000-03:00:00,NE-MRBTS-621901,26.0,26.0,26.0,26.0,44,892,3224.0,2999.0,,38.0,38.0,,,,
2025-05-08T08:30:00.000-03:00:00,NE-MRBTS-621901,30.0,29.0,29.0,29.0,46,1831,3631.0,3336.0,1.0,33.0,33.0,1.0,,,
2025-05-08T09:00:00.000-03:00:00,NE-MRBTS-621901,4.0,3.0,4.0,3.0,51,2200,3418.0,3174.0,1.0,,,,,,
2025-05-08T09:15:00.000-03:00:00,NE-MRBTS-621901,13.0,13.0,13.0,13.0,43,737,3316.0,3089.0,,,,,,,
2025-05-08T09:30:00.000-03:00:00,NE-MRBTS-621901,9.0,8.0,9.0,8.0,38,563,3438.0,3207.0,1.0,,,,,,
2025-05-08T10:00:00.000-03:00:00,NE-MRBTS-621901,12.0,12.0,12.0,12.0,46,1302,3415.0,3145.0,,,,,,,
2025-05-08T10:15:00.000-03:00:00,NE-MRBTS-621901,13.0,12.0,13.0,12.0,47,1833,3189.0,2953.0,1.0,,,,,,
2025-05-08T10:30:00.000-03:00:00,NE-MRBTS-621901,15.0,13.0,15.0,13.0,44,579,3344.0,3127.0,1.0,,,,,,
2025-05-08T11:00:00.000-03:00:00,NE-MRBTS-621901,1.0,1.0,1.0,1.0,44,822,3133.0,2931.0,,,,,,,
2025-05-08T11:15:00.000-03:00:00,NE-MRBTS-621901,2.0,1.0,2.0,1.0,43,802,2979.0,2771.0,,,,,,,
2025-05-08T11:30:00.000-03:00:00,NE-MRBTS-621901,,,,,58,2194,3219.0,3023.0,,,,,,,
2025-05-08T12:00:00.000-03:00:00,NE-MRBTS-621901,,,,,47,1393,3018.0,2834.0,,,,,,,
2025-05-08T12:15:00.000-03:00:00,NE-MRBTS-621901,,,,,53,1159,2891.0,2716.0,,,,,,,
2025-05-08T12:30:00.000-03:00:00,NE-MRBTS-621901,,,,,82,2859,2814.0,2620.0,,,,,,,
2025-05-08T13:00:00.000-03:00:00,NE-MRBTS-621901,14.0,14.0,14.0,14.0,50,1246,2865.0,2636.0,,,,,,,
2025-05-08T13:15:00.000-03:00:00,NE-MRBTS-621901,4.0,3.0,4.0,3.0,42,873,2840.0,2665.0,1.0,,,,,,
2025-05-08T13:30:00.000-03:00:00,NE-MRBTS-621901,13.0,12.0,13.0,12.0,43,919,2808.0,2600.0,1.0,,,,,,
2025-05-08T14:00:00.000-03:00:00,NE-MRBTS-621901,2.0,2.0,2.0,2.0,44,1182,3267.0,3060.0,,,,,,,
2025-05-08T14:15:00.000-03:00:00,NE-MRBTS-621901,5.0,5.0,5.0,5.0,43,1517,3106.0,2903.0,,,,,,,
2025-05-08T14:30:00.000-03:00:00,NE-MRBTS-621901,9.0,9.0,9.0,9.0,41,874,3161.0,2933.0,,,,,,,
2025-05-08T15:00:00.000-03:00:00,NE-MRBTS-621901,13.0,12.0,13.0,12.0,48,2359,3565.0,3294.0,1.0,,,,,,
2025-05-08T15:15:00.000-03:00:00,NE-MRBTS-621901,1.0,1.0,1.0,1.0,46,1901,3669.0,3371.0,,,,,,,
2025-05-08T15:30:00.000-03:00:00,NE-MRBTS-621901,,,,,48,2846,3500.0,3276.0,,,,,,,
2025-05-08T16:00:00.000-03:00:00,NE-MRBTS-621901,10.0,9.0,10.0,9.0,43,878,3342.0,3116.0,1.0,,,,,,
2025-05-08T16:15:00.000-03:00:00,NE-MRBTS-621901,3.0,3.0,3.0,3.0,43,1639,2912.0,2719.0,,,,,,,
2025-05-08T16:30:00.000-03:00:00,NE-MRBTS-621901,5.0,5.0,5.0,5.0,42,1268,2621.0,2419.0,,,,,,,
2025-05-06T15:00:00.000-03:00:00,NE-MRBTS-690204,142.0,141.0,142.0,141.0,34,82,284.0,284.0,,,,,,,
2025-05-06T15:15:00.000-03:00:00,NE-MRBTS-690204,124.0,125.0,124.0,125.0,33,97,201.0,200.0,,,,,,,
2025-05-06T15:30:00.000-03:00:00,NE-MRBTS-690204,144.0,144.0,144.0,144.0,38,1059,273.0,268.0,,,,,,,
2025-05-06T16:00:00.000-03:00:00,NE-MRBTS-690204,139.0,139.0,139.0,139.0,34,108,316.0,311.0,,,,,,,
2025-05-06T16:15:00.000-03:00:00,NE-MRBTS-690204,140.0,140.0,140.0,140.0,34,150,308.0,307.0,,,,,,,
2025-05-06T16:30:00.000-03:00:00,NE-MRBTS-690204,92.0,91.0,92.0,91.0,49,1107,327.0,315.0,1.0,,,,,,
2025-05-06T17:00:00.000-03:00:00,NE-MRBTS-690204,113.0,111.0,113.0,111.0,38,470,276.0,276.0,2.0,,,,,,
2025-05-06T17:15:00.000-03:00:00,NE-MRBTS-690204,109.0,107.0,109.0,107.0,43,743,349.0,347.0,2.0,,,,,,
2025-05-06T17:30:00.000-03:00:00,NE-MRBTS-690204,93.0,92.0,93.0,92.0,35,75,350.0,350.0,1.0,,,,,,
2025-05-06T18:00:00.000-03:00:00,NE-MRBTS-690204,143.0,143.0,143.0,143.0,35,198,308.0,305.0,,,,,,,
2025-05-06T18:15:00.000-03:00:00,NE-MRBTS-690204,105.0,104.0,105.0,104.0,48,2027,388.0,377.0,1.0,,,,,,
2025-05-06T18:30:00.000-03:00:00,NE-MRBTS-690204,124.0,124.0,124.0,124.0,42,2100,384.0,382.0,,,,,,,
2025-05-06T19:00:00.000-03:00:00,NE-MRBTS-690204,91.0,91.0,91.0,91.0,35,184,209.0,208.0,,,,,,,
2025-05-06T19:15:00.000-03:00:00,NE-MRBTS-690204,123.0,123.0,123.0,123.0,42,1259,223.0,220.0,,,,,,,
2025-05-06T19:30:00.000-03:00:00,NE-MRBTS-690204,113.0,113.0,113.0,113.0,33,110,397.0,391.0,,,,,,,
2025-05-06T20:00:00.000-03:00:00,NE-MRBTS-690204,102.0,102.0,102.0,102.0,39,941,210.0,206.0,,,,,,,
2025-05-06T20:15:00.000-03:00:00,NE-MRBTS-690204,86.0,86.0,86.0,86.0,34,147,157.0,157.0,,,,,,,
2025-05-06T20:30:00.000-03:00:00,NE-MRBTS-690204,102.0,102.0,102.0,102.0,36,144,133.0,131.0,,,,,,,
2025-05-06T21:00:00.000-03:00:00,NE-MRBTS-690204,95.0,95.0,95.0,95.0,37,549,157.0,157.0,,,,,,,
2025-05-06T21:15:00.000-03:00:00,NE-MRBTS-690204,118.0,118.0,118.0,118.0,40,795,169.0,166.0,,,,,,,
2025-05-06T21:30:00.000-03:00:00,NE-MRBTS-690204,119.0,119.0,119.0,119.0,32,103,178.0,177.0,,,,,,,
2025-05-06T22:00:00.000-03:00:00,NE-MRBTS-690204,96.0,96.0,96.0,96.0,39,836,242.0,240.0,,,,,,,
2025-05-06T22:15:00.000-03:00:00,NE-MRBTS-690204,126.0,126.0,126.0,126.0,32,111,279.0,276.0,,,,,,,
2025-05-06T22:30:00.000-03:00:00,NE-MRBTS-690204,121.0,121.0,121.0,121.0,31,65,205.0,202.0,,,,,,,
2025-05-06T23:00:00.000-03:00:00,NE-MRBTS-690204,82.0,82.0,82.0,82.0,30,202,296.0,279.0,,,,,,,
2025-05-06T23:15:00.000-03:00:00,NE-MRBTS-690204,58.0,58.0,58.0,58.0,35,142,174.0,170.0,,,,,,,
2025-05-06T23:30:00.000-03:00:00,NE-MRBTS-690204,64.0,64.0,64.0,64.0,36,510,225.0,224.0,,,,,,,
2025-05-07T00:00:00.000-03:00:00,NE-MRBTS-690204,67.0,67.0,67.0,67.0,33,61,145.0,145.0,,,,,,,
2025-05-07T00:15:00.000-03:00:00,NE-MRBTS-690204,90.0,90.0,90.0,90.0,32,85,153.0,153.0,,,,,,,
2025-05-07T00:30:00.000-03:00:00,NE-MRBTS-690204,73.0,73.0,73.0,73.0,34,142,116.0,116.0,,,,,,,
