createAt,manageObject,M8051C11,M8051C16,M8051C17,M8051C23,M8051C24,M8051C34,M8051C44,M8051C52,M8051C54,M8051C55,M8051C56,M8051C57,M8051C58,M8051C60,M8051C61,M8051C62,M8051C63,M8051C64,M8051C65,M8051C68,M8051C71,M8051C73,M8051C74,M8051C75,M8051C79,M8051C80,M8051C81,M8051C83,M8051C86,M8051C87,M8051C88,M8051C89,M8051C90,M8051C121,M8051C122,M8051C148,M8051C149,M8051C152,M8051C155,M8051C161,M8051C162,M8051C171,M8051C179,M8051C132,M8051C133,M8051C165,M8051C101,M8051C102,M8051C105,M8051C106,M8051C107,M8051C108,M8051C115,M8051C95,M8051C98,M8051C99,M8051C100,M8051C103,M8051C104,M8051C109,M8051C110,M8051C125,M8051C126,M8051C66,M8051C72,M8051C51,M8051C136,M8051C82,M8051C67,M8051C15,M8051C85,M8051C6,M8051C14,M8051C31,M8051C37,M8051C41,M8051C47,M8051C70,M8051C159,M8051C160,M8051C8,M8051C50,M8051C153,M8051C1,M8051C46,M8051C36,M8051C40,M8051C91,M8051C0,M8051C9,M8051C180,M8051C4
2025-05-07T00:00:00.000-03:00:00,NE-MRBTS-771801,2.0,,,4.0,,1.0,1.0,2.0,87.0,3.0,5.0,3.0,5.0,2338.0,900,2329.0,900,3.0,3.0,1.0,87.0,2.0,1.0,2.0,5.0,5.0,2.0,1.0,3.0,,4.0,3.0,4.0,187.0,,1.0,2.0,5.0,,2.0,,,,261.0,5.0,5.0,77989.0,900000,66165.0,900000,101.0,2.0,101.0,900,100.0,12291.0,900000,11945.0,900000,100.0,2.0,113.0,3.0,1.0,,,,,,,,1.0,,,,,1.0,,,,,,,,1.0,1.0,,,,,,
2025-05-07T00:15:00.000-03:00:00,NE-MRBTS-771801,2.0,,,3.0,,1.0,1.0,2.0,90.0,3.0,4.0,3.0,4.0,2419.0,900,2414.0,900,3.0,3.0,1.0,90.0,2.0,1.0,2.0,4.0,4.0,2.0,1.0,2.0,,3.0,3.0,3.0,190.0,,1.0,3.0,4.0,,2.0,,,,269.0,5.0,5.0,23191.0,900000,23631.0,900000,100.0,2.0,100.0,900,100.0,6973.0,900000,8331.0,900000,100.0,2.0,114.0,3.0,1.0,,,,,,,,2.0,1.0,,1.0,,1.0,,,,,,,,1.0,1.0,,,,,,
2025-05-07T00:30:00.000-03:00:00,NE-MRBTS-771801,2.0,,,4.0,,1.0,1.0,2.0,71.0,2.0,5.0,2.0,5.0,2132.0,900,2117.0,900,2.0,2.0,1.0,71.0,2.0,1.0,2.0,5.0,5.0,2.0,1.0,3.0,,4.0,3.0,4.0,171.0,,1.0,7.0,5.0,,2.0,,,,237.0,5.0,5.0,9249.0,900000,4847.0,900000,100.0,2.0,100.0,900,100.0,5475.0,900000,4778.0,900000,100.0,2.0,110.0,4.0,1.0,,,,,,,,1.0,,,,,1.0,,,,,,,,1.0,1.0,,,,,,
2025-05-07T01:00:00.000-03:00:00,NE-MRBTS-771801,1.0,,,4.0,,,1.0,2.0,106.0,3.0,5.0,3.0,5.0,2293.0,900,2283.0,900,3.0,3.0,1.0,106.0,2.0,1.0,2.0,5.0,5.0,2.0,1.0,3.0,,4.0,3.0,4.0,206.0,,1.0,7.0,5.0,,2.0,,,,257.0,6.0,6.0,12111.0,900000,5954.0,900000,101.0,2.0,101.0,900,100.0,6762.0,900000,5491.0,900000,100.0,2.0,111.0,3.0,1.0,,,,,,,,2.0,1.0,,1.0,,1.0,,,,,,,,1.0,1.0,,,,,,
2025-05-07T01:15:00.000-03:00:00,NE-MRBTS-771801,2.0,,,4.0,,1.0,1.0,2.0,37.0,2.0,5.0,2.0,5.0,1855.0,900,1849.0,900,2.0,2.0,1.0,37.0,1.0,1.0,1.0,5.0,5.0,2.0,1.0,3.0,,4.0,3.0,4.0,137.0,,1.0,7.0,5.0,,2.0,,,,207.0,5.0,5.0,8752.0,900000,6851.0,900000,100.0,2.0,100.0,900,100.0,6338.0,900000,4815.0,900000,100.0,2.0,107.0,4.0,1.0,,,,,,,,1.0,,,,,1.0,,,,,,,,1.0,1.0,,,,,,
2025-05-07T01:30:00.000-03:00:00,NE-MRBTS-771801,2.0,,,4.0,,1.0,1.0,2.0,66.0,3.0,5.0,3.0,5.0,2264.0,900,2253.0,900,3.0,3.0,1.0,66.0,2.0,1.0,2.0,5.0,5.0,2.0,1.0,3.0,,4.0,3.0,4.0,166.0,,1.0,1.0,5.0,,2.0,,,,252.0,5.0,5.0,12487.0,900000,6228.0,900000,100.0,2.0,100.0,900,101.0,9710.0,900000,6856.0,900000,101.0,2.0,111.0,3.0,1.0,,,,,,,,1.0,,,,,1.0,,,,,,,,1.0,1.0,,,,,,
2025-05-07T02:00:00.000-03:00:00,NE-MRBTS-771801,1.0,,,4.0,,,1.0,2.0,42.0,2.0,5.0,2.0,5.0,1727.0,900,1721.0,900,2.0,2.0,1.0,42.0,1.0,1.0,1.0,5.0,5.0,2.0,1.0,3.0,,4.0,3.0,4.0,142.0,,1.0,2.0,5.0,,2.0,,,,192.0,5.0,5.0,8341.0,900000,5491.0,900000,100.0,2.0,100.0,900,100.0,6939.0,900000,5140.0,900000,100.0,1.0,106.0,3.0,1.0,,,,,,,,1.0,,,,,1.0,,,,,,,,1.0,1.0,,,,,,
2025-05-07T02:15:00.000-03:00:00,NE-MRBTS-771801,2.0,,,3.0,,1.0,1.0,1.0,30.0,2.0,4.0,2.0,4.0,1955.0,900,1945.0,900,2.0,2.0,1.0,30.0,1.0,1.0,1.0,4.0,4.0,2.0,1.0,2.0,,3.0,2.0,3.0,130.0,,1.0,4.0,4.0,,1.0,,,,217.0,4.0,4.0,8719.0,900000,4856.0,900000,100.0,2.0,100.0,900,101.0,5348.0,900000,4037.0,900000,101.0,2.0,109.0,3.0,1.0,,,,,,,,1.0,,,,,1.0,,,,,,,,1.0,1.0,,,,,,
2025-05-07T02:30:00.000-03:00:00,NE-MRBTS-771801,2.0,,,4.0,,1.0,1.0,2.0,34.0,2.0,5.0,2.0,5.0,1870.0,900,1863.0,900,2.0,2.0,1.0,34.0,1.0,1.0,1.0,5.0,5.0,2.0,1.0,3.0,,4.0,3.0,4.0,134.0,,1.0,1.0,5.0,,2.0,,,,209.0,5.0,5.0,13120.0,900000,7702.0,900000,102.0,2.0,102.0,900,100.0,7122.0,900000,5766.0,900000,100.0,2.0,108.0,3.0,1.0,,,,,,,,1.0,,,,,1.0,,,,,,,,1.0,1.0,,,,,,
2025-05-07T03:00:00.000-03:00:00,NE-MRBTS-771801,1.0,,,3.0,,,1.0,1.0,21.0,2.0,10.0,1.0,3.0,1443.0,900,1141.0,900,1.0,1.0,1.0,21.0,1.0,1.0,1.0,3.0,3.0,2.0,1.0,2.0,,3.0,2.0,3.0,95.0,,1.0,1.0,3.0,,1.0,,,,164.0,11.0,11.0,3604.0,900001,2755.0,900000,100.0,2.0,100.0,900,100.0,3367.0,900000,3009.0,900000,100.0,1.0,111.0,5.0,,,,,,,,,1.0,,,,,1.0,,,,,,,,1.0,1.0,,,,,,
2025-05-07T03:15:00.000-03:00:00,NE-MRBTS-771801,1.0,,,3.0,,,1.0,2.0,30.0,1.0,4.0,1.0,4.0,1139.0,900,1128.0,900,1.0,1.0,1.0,30.0,1.0,1.0,1.0,4.0,4.0,2.0,1.0,2.0,,3.0,3.0,3.0,88.0,,1.0,7.0,4.0,,2.0,,,,128.0,5.0,5.0,10584.0,900001,4984.0,900000,101.0,3.0,101.0,900,101.0,5812.0,900000,4756.0,900000,101.0,2.0,116.0,3.0,,,,,,,,,1.0,,,,,1.0,,,,,,,,1.0,1.0,,,,,,
2025-05-07T03:30:00.000-03:00:00,NE-MRBTS-771801,2.0,,,3.0,,1.0,1.0,2.0,56.0,2.0,4.0,2.0,4.0,2074.0,900,2065.0,900,2.0,2.0,1.0,56.0,2.0,1.0,2.0,4.0,4.0,2.0,1.0,2.0,,3.0,3.0,3.0,156.0,,1.0,7.0,4.0,,2.0,,,,232.0,4.0,4.0,10650.0,900000,5352.0,900000,100.0,2.0,100.0,900,100.0,8008.0,900000,6036.0,900000,100.0,2.0,109.0,3.0,1.0,,,,,,,,1.0,,,,,1.0,,,,,,,,1.0,1.0,,,,,,
2025-05-07T04:00:00.000-03:00:00,NE-MRBTS-771801,1.0,,,3.0,,1.0,1.0,2.0,52.0,1.0,4.0,1.0,4.0,1248.0,900,1229.0,900,1.0,1.0,,52.0,1.0,1.0,1.0,4.0,4.0,2.0,1.0,3.0,,3.0,3.0,3.0,81.0,,1.0,10.0,4.0,,2.0,,,,140.0,4.0,4.0,17875.0,900000,14106.0,900000,100.0,2.0,100.0,900,100.0,13897.0,900000,6943.0,900000,100.0,2.0,107.0,3.0,1.0,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,
2025-05-07T04:15:00.000-03:00:00,NE-MRBTS-771801,1.0,,,3.0,,1.0,1.0,2.0,80.0,1.0,4.0,1.0,4.0,1293.0,900,1270.0,900,1.0,1.0,,80.0,1.0,,1.0,4.0,4.0,2.0,1.0,3.0,,3.0,2.0,3.0,90.0,,1.0,7.0,4.0,,2.0,,,,144.0,4.0,4.0,5877.0,900000,3780.0,900000,100.0,2.0,100.0,900,100.0,3635.0,900000,2695.0,900000,100.0,1.0,106.0,3.0,1.0,,,,,,,,1.0,,,,,1.0,,,,,,,,1.0,,,,,,,
2025-05-07T04:30:00.000-03:00:00,NE-MRBTS-771801,1.0,,,3.0,,1.0,1.0,2.0,41.0,1.0,4.0,1.0,4.0,1047.0,900,1034.0,900,1.0,1.0,,41.0,,,,4.0,4.0,2.0,1.0,3.0,,3.0,2.0,3.0,43.0,,1.0,12.0,4.0,,2.0,,,,116.0,4.0,4.0,5934.0,900000,3620.0,900000,100.0,1.0,100.0,900,100.0,5408.0,900000,3473.0,900000,100.0,1.0,102.0,2.0,1.0,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,
2025-05-07T05:00:00.000-03:00:00,NE-MRBTS-771801,,1.0,,3.0,,,1.0,3.0,104.0,1.0,4.0,1.0,3.0,1282.0,900,1269.0,900,1.0,1.0,,104.0,1.0,1.0,1.0,3.0,3.0,2.0,,3.0,,3.0,3.0,3.0,104.0,,1.0,7.0,3.0,1.0,3.0,1.0,,1.0,142.0,4.0,4.0,9010.0,900000,3278.0,900000,100.0,2.0,100.0,900,100.0,2764.0,900000,2478.0,900000,100.0,1.0,105.0,3.0,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
2025-05-07T05:15:00.000-03:00:00,NE-MRBTS-771801,1.0,,,2.0,,,1.0,2.0,33.0,1.0,3.0,1.0,3.0,873.0,900,864.0,900,1.0,1.0,,33.0,,,,3.0,3.0,2.0,1.0,2.0,,2.0,2.0,2.0,48.0,,1.0,4.0,3.0,,2.0,,,,99.0,3.0,3.0,6033.0,900000,3155.0,900000,100.0,1.0,100.0,900,100.0,4707.0,900000,3159.0,900000,100.0,1.0,102.0,2.0,1.0,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,
2025-05-07T05:30:00.000-03:00:00,NE-MRBTS-771801,1.0,1.0,,4.0,,1.0,1.0,2.0,85.0,2.0,6.0,2.0,5.0,1474.0,900,1460.0,900,2.0,2.0,,85.0,1.0,1.0,1.0,5.0,5.0,2.0,1.0,3.0,,4.0,3.0,4.0,106.0,,1.0,4.0,5.0,1.0,2.0,1.0,,1.0,165.0,6.0,6.0,23412.0,900000,13774.0,900000,102.0,2.0,102.0,900,104.0,12607.0,900000,7385.0,900000,104.0,2.0,116.0,4.0,1.0,,,,,,,,1.0,,,,,1.0,,,,,,,,1.0,,,,,,,
2025-05-07T06:00:00.000-03:00:00,NE-MRBTS-771801,1.0,1.0,,4.0,,1.0,1.0,2.0,118.0,2.0,5.0,2.0,5.0,2131.0,900,2105.0,900,2.0,2.0,,118.0,1.0,1.0,1.0,5.0,5.0,2.0,1.0,3.0,,4.0,3.0,4.0,144.0,,1.0,12.0,5.0,1.0,2.0,1.0,,1.0,238.0,5.0,5.0,20672.0,900000,8986.0,900000,101.0,2.0,101.0,900,100.0,7138.0,900000,6112.0,900000,100.0,2.0,110.0,3.0,2.0,,,,,,,,1.0,1.0,,1.0,,1.0,,,,,,,,1.0,,,,,,,
2025-05-07T06:15:00.000-03:00:00,NE-MRBTS-771801,1.0,,,4.0,,1.0,1.0,2.0,129.0,2.0,5.0,2.0,5.0,1863.0,900,1843.0,900,2.0,2.0,,129.0,1.0,1.0,1.0,5.0,5.0,2.0,1.0,3.0,,4.0,3.0,4.0,144.0,,1.0,5.0,5.0,,2.0,,,,209.0,6.0,6.0,18576.0,900000,11022.0,900000,101.0,2.0,101.0,900,100.0,10745.0,900000,7355.0,900000,100.0,1.0,108.0,3.0,2.0,,,,,,,,1.0,1.0,,1.0,,1.0,,,,,,,,1.0,,,,,,,
2025-05-07T06:30:00.000-03:00:00,NE-MRBTS-771801,1.0,1.0,,4.0,,,1.0,3.0,158.0,2.0,6.0,2.0,5.0,1950.0,900,1921.0,900,2.0,2.0,,158.0,2.0,1.0,2.0,5.0,5.0,2.0,1.0,4.0,,4.0,3.0,4.0,194.0,,1.0,12.0,5.0,1.0,3.0,1.0,,1.0,217.0,6.0,6.0,19932.0,900000,5923.0,900000,100.0,2.0,100.0,900,100.0,8457.0,900000,5804.0,900000,100.0,2.0,110.0,3.0,1.0,,,,,,,,1.0,1.0,,1.0,,1.0,,,,,,,,1.0,,,,,,,
2025-05-07T07:00:00.000-03:00:00,NE-MRBTS-771801,2.0,1.0,,5.0,,1.0,2.0,3.0,129.0,3.0,6.0,3.0,6.0,2628.0,900,2588.0,900,3.0,3.0,1.0,129.0,2.0,2.0,2.0,6.0,6.0,3.0,1.0,4.0,,5.0,4.0,5.0,192.0,,1.0,29.0,6.0,1.0,3.0,1.0,,1.0,295.0,6.0,6.0,46414.0,900000,26199.0,900000,103.0,3.0,103.0,900,103.0,20665.0,900000,9621.0,900000,103.0,2.0,116.0,3.0,1.0,,,,1.0,,,,1.0,,,,,2.0,,,,,,,,1.0,1.0,,,,,,
2025-05-07T07:15:00.000-03:00:00,NE-MRBTS-771801,1.0,1.0,,5.0,,1.0,2.0,2.0,198.0,3.0,6.0,3.0,6.0,2839.0,900,2799.0,900,3.0,3.0,,198.0,2.0,2.0,2.0,6.0,6.0,3.0,1.0,4.0,,5.0,4.0,5.0,227.0,,1.0,14.0,6.0,1.0,2.0,1.0,,1.0,319.0,6.0,6.0,77570.0,900000,44187.0,900000,103.0,3.0,103.0,900,101.0,23841.0,900000,14126.0,900000,101.0,2.0,126.0,4.0,2.0,,,,1.0,,,,1.0,1.0,,1.0,,2.0,,,,,,,,1.0,,,,,,,
2025-05-07T07:30:00.000-03:00:00,NE-MRBTS-771801,1.0,2.0,,5.0,,1.0,2.0,3.0,190.0,3.0,6.0,3.0,6.0,2797.0,900,2766.0,900,3.0,3.0,,190.0,2.0,2.0,2.0,6.0,6.0,2.0,1.0,4.0,,5.0,4.0,5.0,224.0,,1.0,41.0,6.0,2.0,3.0,2.0,,2.0,313.0,6.0,6.0,38344.0,900000,16103.0,900000,101.0,2.0,101.0,900,101.0,18649.0,900000,13561.0,900000,101.0,2.0,118.0,4.0,1.0,,,,1.0,,,,1.0,,,,,1.0,,,,,,,,1.0,,,,,,,
2025-05-07T08:00:00.000-03:00:00,NE-MRBTS-771801,1.0,1.0,,6.0,,1.0,2.0,3.0,156.0,3.0,7.0,3.0,7.0,2693.0,900,2625.0,900,3.0,3.0,,156.0,2.0,1.0,2.0,7.0,7.0,3.0,1.0,5.0,,6.0,5.0,6.0,196.0,,1.0,10.0,7.0,1.0,3.0,1.0,,1.0,302.0,7.0,7.0,39018.0,900000,12658.0,900000,102.0,3.0,102.0,900,101.0,14947.0,900000,11349.0,900000,101.0,2.0,125.0,4.0,2.0,,,,1.0,,,,1.0,1.0,,1.0,,2.0,,,,,,,,1.0,,,,,,,
2025-05-07T08:15:00.000-03:00:00,NE-MRBTS-771801,1.0,1.0,,5.0,,1.0,2.0,3.0,138.0,3.0,8.0,3.0,7.0,2610.0,900,2568.0,900,3.0,3.0,,138.0,2.0,1.0,2.0,7.0,7.0,2.0,1.0,4.0,,5.0,4.0,5.0,173.0,,1.0,26.0,7.0,1.0,3.0,1.0,,1.0,293.0,8.0,8.0,51184.0,900000,27575.0,900000,103.0,3.0,103.0,900,101.0,42450.0,900000,20449.0,900000,101.0,2.0,122.0,5.0,1.0,,,,1.0,1.0,,,1.0,,,,,1.0,,,,,,,,1.0,,,,,,,
2025-05-07T08:30:00.000-03:00:00,NE-MRBTS-771801,1.0,2.0,,5.0,,1.0,2.0,3.0,207.0,4.0,7.0,4.0,7.0,3297.0,900,3201.0,900,4.0,4.0,,207.0,2.0,2.0,2.0,7.0,7.0,2.0,1.0,4.0,,5.0,4.0,5.0,245.0,,1.0,34.0,7.0,2.0,3.0,2.0,,2.0,369.0,7.0,7.0,70378.0,900000,38734.0,900000,102.0,3.0,102.0,900,103.0,61951.0,900000,28286.0,900000,103.0,2.0,128.0,6.0,1.0,,,,1.0,1.0,,,1.0,,,,,1.0,,,,,,,,1.0,,,,,,,
2025-05-07T09:00:00.000-03:00:00,NE-MRBTS-771801,1.0,1.0,,6.0,,1.0,2.0,4.0,107.0,3.0,8.0,3.0,8.0,2545.0,900,2505.0,900,3.0,3.0,,107.0,2.0,2.0,2.0,8.0,8.0,2.0,1.0,4.0,,6.0,5.0,6.0,216.0,,1.0,21.0,8.0,1.0,4.0,1.0,,1.0,287.0,8.0,8.0,33648.0,900000,15889.0,900000,102.0,3.0,102.0,900,103.0,50018.0,900000,25130.0,900000,103.0,3.0,126.0,5.0,1.0,,,1.0,1.0,,,,1.0,1.0,,,,1.0,,,,,,,,1.0,,,,,,,
2025-05-07T09:15:00.000-03:00:00,NE-MRBTS-771801,2.0,2.0,,5.0,,1.0,2.0,4.0,164.0,5.0,7.0,4.0,7.0,4059.0,900,3896.0,900,4.0,4.0,,164.0,3.0,3.0,3.0,7.0,7.0,2.0,1.0,4.0,,5.0,5.0,5.0,295.0,,1.0,31.0,7.0,1.0,4.0,2.0,,1.0,457.0,8.0,8.0,87413.0,900000,35444.0,900000,105.0,4.0,105.0,900,106.0,186760.0,900000,121655.0,900000,106.0,3.0,137.0,5.0,1.0,,,1.0,1.0,1.0,,,1.0,1.0,,,,2.0,,,,,,,,1.0,,,,,,,
2025-05-07T09:30:00.000-03:00:00,NE-MRBTS-771801,1.0,2.0,,6.0,,1.0,2.0,4.0,249.0,5.0,8.0,5.0,7.0,4313.0,900,4289.0,900,5.0,5.0,1.0,249.0,4.0,4.0,4.0,7.0,7.0,3.0,1.0,4.0,,6.0,5.0,6.0,415.0,,1.0,80.0,7.0,2.0,4.0,2.0,,2.0,481.0,8.0,8.0,144631.0,900000,108070.0,900000,104.0,4.0,104.0,900,102.0,86030.0,900000,36036.0,900000,102.0,2.0,144.0,5.0,1.0,,,1.0,1.0,1.0,,,2.0,2.0,,1.0,,2.0,,,,,,,,2.0,1.0,,,,,,
2025-05-07T10:00:00.000-03:00:00,NE-MRBTS-771801,1.0,1.0,,6.0,,,2.0,3.0,104.0,3.0,6.0,3.0,6.0,2909.0,900,2878.0,900,3.0,3.0,1.0,104.0,3.0,2.0,3.0,6.0,6.0,3.0,1.0,3.0,,6.0,5.0,6.0,285.0,,1.0,10.0,6.0,,3.0,1.0,,,324.0,6.0,6.0,58098.0,900000,43261.0,900000,101.0,3.0,101.0,900,101.0,61783.0,900000,40784.0,900000,101.0,2.0,123.0,3.0,2.0,,,,1.0,,,,1.0,1.0,,1.0,,1.0,,,,,,,,2.0,2.0,,,,,,
2025-05-07T10:15:00.000-03:00:00,NE-MRBTS-771801,2.0,,,5.0,,1.0,2.0,2.0,81.0,4.0,7.0,4.0,6.0,3384.0,900,3347.0,900,4.0,4.0,1.0,81.0,3.0,2.0,3.0,6.0,6.0,3.0,1.0,2.0,,5.0,4.0,5.0,272.0,,1.0,15.0,6.0,,2.0,,,,379.0,6.0,6.0,57220.0,900000,39651.0,900000,103.0,3.0,103.0,900,102.0,65847.0,900000,47369.0,900000,102.0,3.0,135.0,4.0,2.0,,,,1.0,1.0,,,1.0,1.0,,,,1.0,,,,,,,,2.0,2.0,,,,,,
2025-05-07T10:30:00.000-03:00:00,NE-MRBTS-771801,3.0,,,6.0,,2.0,2.0,3.0,58.0,4.0,7.0,4.0,7.0,3954.0,900,3916.0,900,4.0,4.0,1.0,58.0,3.0,2.0,3.0,7.0,7.0,3.0,1.0,3.0,,6.0,5.0,6.0,259.0,,1.0,3.0,7.0,,3.0,,,,441.0,7.0,7.0,60834.0,900000,34119.0,900000,104.0,4.0,104.0,900,102.0,47298.0,900000,29226.0,900000,102.0,3.0,141.0,5.0,2.0,,,,1.0,1.0,,,1.0,,,,,1.0,,,,,,,,2.0,2.0,,,,,,
2025-05-07T11:00:00.000-03:00:00,NE-MRBTS-771801,2.0,1.0,,7.0,,1.0,2.0,3.0,180.0,5.0,9.0,5.0,9.0,4126.0,900,4075.0,900,5.0,5.0,1.0,180.0,4.0,3.0,4.0,9.0,9.0,4.0,1.0,5.0,,7.0,6.0,7.0,358.0,,1.0,6.0,9.0,1.0,3.0,1.0,,1.0,460.0,9.0,9.0,49186.0,900000,23514.0,900000,102.0,3.0,102.0,900,102.0,51996.0,900000,36517.0,900000,102.0,3.0,134.0,4.0,3.0,,,,1.0,,,,2.0,1.0,,1.0,,2.0,,,,,,,,2.0,2.0,,,,,,
2025-05-07T11:15:00.000-03:00:00,NE-MRBTS-771801,1.0,2.0,,8.0,,1.0,2.0,4.0,202.0,5.0,9.0,5.0,9.0,4794.0,900,4764.0,900,5.0,5.0,1.0,202.0,4.0,4.0,4.0,9.0,9.0,4.0,1.0,5.0,,8.0,7.0,8.0,443.0,,1.0,28.0,9.0,1.0,4.0,2.0,,1.0,535.0,9.0,9.0,115461.0,900000,67633.0,900000,108.0,4.0,108.0,900,102.0,57717.0,900000,28613.0,900000,102.0,3.0,144.0,5.0,3.0,,,1.0,1.0,,,,2.0,2.0,,1.0,,2.0,,,,,,,,2.0,2.0,,,,,,
2025-05-07T11:30:00.000-03:00:00,NE-MRBTS-771801,2.0,2.0,,7.0,,1.0,2.0,4.0,168.0,5.0,8.0,5.0,8.0,4760.0,900,4726.0,900,5.0,5.0,,168.0,4.0,3.0,4.0,8.0,8.0,4.0,1.0,4.0,,7.0,6.0,7.0,400.0,,1.0,22.0,8.0,1.0,4.0,2.0,,1.0,530.0,8.0,8.0,150732.0,900000,112807.0,900000,104.0,3.0,104.0,900,101.0,53429.0,900000,28459.0,900000,101.0,3.0,140.0,5.0,3.0,,,1.0,1.0,,,,1.0,2.0,,1.0,,2.0,,,,,,,,2.0,1.0,,,,,,
2025-05-07T12:00:00.000-03:00:00,NE-MRBTS-771801,2.0,1.0,,5.0,,1.0,1.0,3.0,99.0,3.0,6.0,3.0,6.0,3125.0,900,3098.0,900,3.0,3.0,1.0,99.0,3.0,2.0,3.0,6.0,6.0,3.0,1.0,3.0,,5.0,5.0,5.0,260.0,,1.0,18.0,6.0,,3.0,1.0,,,348.0,6.0,6.0,72393.0,900000,53472.0,900000,103.0,4.0,103.0,900,102.0,46875.0,900000,23530.0,900000,102.0,3.0,131.0,4.0,2.0,,,1.0,,,,,2.0,1.0,,1.0,,2.0,,,,,,,,2.0,1.0,,,,,,
2025-05-07T12:15:00.000-03:00:00,NE-MRBTS-771801,2.0,1.0,,4.0,,1.0,1.0,2.0,41.0,3.0,5.0,3.0,5.0,2802.0,900,2778.0,900,3.0,3.0,1.0,41.0,2.0,2.0,2.0,5.0,5.0,3.0,1.0,2.0,,4.0,4.0,4.0,244.0,,1.0,22.0,5.0,,2.0,1.0,,,311.0,5.0,5.0,52018.0,900000,35975.0,900000,102.0,3.0,102.0,900,101.0,31022.0,900000,24817.0,900000,101.0,2.0,124.0,4.0,2.0,,,,,,,,1.0,,,,,1.0,,,,,,,,2.0,2.0,,,,,,
2025-05-07T12:30:00.000-03:00:00,NE-MRBTS-771801,2.0,1.0,,5.0,,1.0,1.0,3.0,105.0,4.0,6.0,4.0,6.0,3557.0,900,3528.0,900,4.0,4.0,1.0,105.0,3.0,3.0,3.0,6.0,6.0,3.0,1.0,3.0,,5.0,5.0,5.0,307.0,,1.0,7.0,6.0,1.0,3.0,1.0,,1.0,397.0,6.0,6.0,150559.0,900000,110418.0,900000,111.0,4.0,111.0,900,103.0,66803.0,900000,38627.0,900000,103.0,3.0,150.0,5.0,2.0,,,,,,,,1.0,,,,,1.0,,,,,,,,2.0,2.0,,,,,,
2025-05-07T13:00:00.000-03:00:00,NE-MRBTS-771801,2.0,2.0,,7.0,,1.0,2.0,3.0,176.0,5.0,9.0,5.0,9.0,4792.0,900,4749.0,900,5.0,5.0,1.0,176.0,4.0,3.0,4.0,9.0,9.0,4.0,1.0,4.0,,7.0,6.0,7.0,387.0,,1.0,23.0,9.0,1.0,3.0,2.0,,1.0,535.0,9.0,9.0,142633.0,900000,98601.0,900000,111.0,4.0,111.0,900,103.0,83817.0,900000,38898.0,900000,103.0,3.0,150.0,6.0,3.0,,,,1.0,,,,1.0,1.0,,1.0,,2.0,,,,,,,,2.0,2.0,,,,,,
2025-05-07T13:15:00.000-03:00:00,NE-MRBTS-771801,2.0,2.0,,6.0,,1.0,2.0,3.0,174.0,5.0,8.0,5.0,8.0,4833.0,900,4789.0,900,5.0,5.0,1.0,174.0,4.0,3.0,4.0,8.0,8.0,3.0,1.0,3.0,,6.0,5.0,6.0,409.0,,1.0,10.0,8.0,1.0,3.0,2.0,,1.0,544.0,9.0,9.0,111027.0,900000,93398.0,900000,108.0,4.0,108.0,900,108.0,174109.0,900000,90991.0,900000,108.0,4.0,183.0,7.0,2.0,,,1.0,1.0,1.0,,,1.0,1.0,,1.0,,1.0,,,,,,,,2.0,2.0,,,,,,
2025-05-07T13:30:00.000-03:00:00,NE-MRBTS-771801,2.0,2.0,,8.0,,1.0,2.0,4.0,240.0,6.0,9.0,6.0,9.0,5145.0,900,5095.0,900,6.0,6.0,,240.0,4.0,4.0,4.0,9.0,9.0,4.0,1.0,5.0,,7.0,6.0,7.0,425.0,,1.0,61.0,9.0,2.0,4.0,2.0,,2.0,575.0,10.0,10.0,127513.0,900000,74339.0,900000,107.0,4.0,107.0,900,104.0,66809.0,900000,44591.0,900000,104.0,3.0,156.0,5.0,3.0,,,1.0,1.0,,,,1.0,1.0,,1.0,,2.0,,,,,,,,2.0,1.0,,,,,,
2025-05-07T14:00:00.000-03:00:00,NE-MRBTS-771801,2.0,1.0,,6.0,,1.0,2.0,3.0,136.0,4.0,8.0,4.0,7.0,3784.0,900,3743.0,900,4.0,4.0,1.0,136.0,3.0,3.0,3.0,7.0,7.0,3.0,1.0,4.0,,6.0,5.0,6.0,319.0,,1.0,16.0,7.0,1.0,3.0,1.0,,1.0,427.0,8.0,8.0,57207.0,900000,23845.0,900000,103.0,3.0,103.0,900,101.0,52838.0,900000,37918.0,900000,101.0,3.0,139.0,4.0,2.0,,,,1.0,,,,1.0,1.0,,,,1.0,,,,,,,,2.0,2.0,,,,,,
2025-05-07T14:15:00.000-03:00:00,NE-MRBTS-771801,2.0,1.0,,5.0,,1.0,2.0,3.0,103.0,4.0,6.0,4.0,6.0,3484.0,900,3427.0,900,4.0,4.0,,103.0,3.0,3.0,3.0,6.0,6.0,3.0,1.0,3.0,,5.0,5.0,5.0,275.0,,1.0,25.0,6.0,1.0,3.0,1.0,,1.0,389.0,7.0,7.0,65901.0,900000,47527.0,900000,102.0,3.0,102.0,900,102.0,47303.0,900000,29872.0,900000,102.0,3.0,135.0,4.0,2.0,,,,1.0,,,,1.0,1.0,,,,1.0,,,,,,,,2.0,1.0,,,,,,
